STATION_NAME	YEAR	Month	DAY	DATE	TMAX	C	temF
PORTLAND NWSFO OR US	2015	06	20	20150620	272	27.2	80.96
PORTLAND NWSFO OR US	2015	06	18	20150618	289	28.9	84.02
PORTLAND NWSFO OR US	2015	06	17	20150617	278	27.8	82.04
PORTLAND NWSFO OR US	2015	06	16	20150616	261	26.1	78.98
PORTLAND NWSFO OR US	2015	06	15	20150615	328	32.8	91.04
PORTLAND NWSFO OR US	2015	06	14	20150614	306	30.6	87.08
PORTLAND NWSFO OR US	2015	06	13	20150613	256	25.6	78.08
PORTLAND NWSFO OR US	2015	06	12	20150612	239	23.9	75.02
PORTLAND NWSFO OR US	2015	06	11	20150611	272	27.2	80.96
PORTLAND NWSFO OR US	2015	06	10	20150610	272	27.2	80.96
PORTLAND NWSFO OR US	2015	06	09	20150609	328	32.8	91.04
PORTLAND NWSFO OR US	2015	06	08	20150608	339	33.9	93.02
PORTLAND NWSFO OR US	2015	06	07	20150607	333	33.3	91.94
PORTLAND NWSFO OR US	2015	06	06	20150606	322	32.2	89.96
PORTLAND NWSFO OR US	2015	06	05	20150605	300	30	86
PORTLAND NWSFO OR US	2015	06	04	20150604	244	24.4	75.92
PORTLAND NWSFO OR US	2015	06	03	20150603	194	19.4	66.92
PORTLAND NWSFO OR US	2015	06	02	20150602	161	16.1	60.98
PORTLAND NWSFO OR US	2015	06	01	20150601	178	17.8	64.04
PORTLAND NWSFO OR US	2015	05	31	20150531	294	29.4	84.92
PORTLAND NWSFO OR US	2015	05	30	20150530	261	26.1	78.98
PORTLAND NWSFO OR US	2015	05	29	20150529	283	28.3	82.94
PORTLAND NWSFO OR US	2015	05	28	20150528	300	30	86
PORTLAND NWSFO OR US	2015	05	27	20150527	261	26.1	78.98
PORTLAND NWSFO OR US	2015	05	26	20150526	211	21.1	69.98
PORTLAND NWSFO OR US	2015	05	25	20150525	189	18.9	66.02
PORTLAND NWSFO OR US	2015	05	24	20150524	194	19.4	66.92
PORTLAND NWSFO OR US	2015	05	23	20150523	161	16.1	60.98
PORTLAND NWSFO OR US	2015	05	22	20150522	150	15	59
PORTLAND NWSFO OR US	2015	05	21	20150521	233	23.3	73.94
PORTLAND NWSFO OR US	2015	05	20	20150520	239	23.9	75.02
PORTLAND NWSFO OR US	2015	05	19	20150519	178	17.8	64.04
PORTLAND NWSFO OR US	2015	05	18	20150518	261	26.1	78.98
PORTLAND NWSFO OR US	2015	05	17	20150517	217	21.7	71.06
PORTLAND NWSFO OR US	2015	05	16	20150516	150	15	59
PORTLAND NWSFO OR US	2015	05	15	20150515	161	16.1	60.98
PORTLAND NWSFO OR US	2015	05	14	20150514	222	22.2	71.96
PORTLAND NWSFO OR US	2015	05	13	20150513	183	18.3	64.94
PORTLAND NWSFO OR US	2015	05	12	20150512	133	13.3	55.94
PORTLAND NWSFO OR US	2015	05	11	20150511	161	16.1	60.98
PORTLAND NWSFO OR US	2015	05	10	20150510	222	22.2	71.96
PORTLAND NWSFO OR US	2015	05	09	20150509	289	28.9	84.02
PORTLAND NWSFO OR US	2015	05	08	20150508	272	27.2	80.96
PORTLAND NWSFO OR US	2015	05	07	20150507	233	23.3	73.94
PORTLAND NWSFO OR US	2015	05	06	20150506	183	18.3	64.94
PORTLAND NWSFO OR US	2015	05	05	20150505	172	17.2	62.96
PORTLAND NWSFO OR US	2015	05	04	20150504	178	17.8	64.04
PORTLAND NWSFO OR US	2015	05	03	20150503	250	25	77
PORTLAND NWSFO OR US	2015	05	02	20150502	217	21.7	71.06
PORTLAND NWSFO OR US	2015	05	01	20150501	233	23.3	73.94
PORTLAND NWSFO OR US	2015	04	30	20150430	217	21.7	71.06
PORTLAND NWSFO OR US	2015	04	29	20150429	178	17.8	64.04
PORTLAND NWSFO OR US	2015	04	28	20150428	206	20.6	69.08
PORTLAND NWSFO OR US	2015	04	27	20150427	278	27.8	82.04
PORTLAND NWSFO OR US	2015	04	26	20150426	161	16.1	60.98
PORTLAND NWSFO OR US	2015	04	25	20150425	178	17.8	64.04
PORTLAND NWSFO OR US	2015	04	24	20150424	128	12.8	55.04
PORTLAND NWSFO OR US	2015	04	23	20150423	117	11.7	53.06
PORTLAND NWSFO OR US	2015	04	22	20150422	167	16.7	62.06
PORTLAND NWSFO OR US	2015	04	21	20150421	167	16.7	62.06
PORTLAND NWSFO OR US	2015	04	20	20150420	278	27.8	82.04
PORTLAND NWSFO OR US	2015	04	19	20150419	256	25.6	78.08
PORTLAND NWSFO OR US	2015	04	18	20150418	256	25.6	78.08
PORTLAND NWSFO OR US	2015	04	17	20150417	244	24.4	75.92
PORTLAND NWSFO OR US	2015	04	16	20150416	239	23.9	75.02
PORTLAND NWSFO OR US	2015	04	15	20150415	156	15.6	60.08
PORTLAND NWSFO OR US	2015	04	14	20150414	122	12.2	53.96
PORTLAND NWSFO OR US	2015	04	13	20150413	128	12.8	55.04
PORTLAND NWSFO OR US	2015	04	12	20150412	150	15	59
PORTLAND NWSFO OR US	2015	04	11	20150411	144	14.4	57.92
PORTLAND NWSFO OR US	2015	04	10	20150410	167	16.7	62.06
PORTLAND NWSFO OR US	2015	04	09	20150409	189	18.9	66.02
PORTLAND NWSFO OR US	2015	04	08	20150408	161	16.1	60.98
PORTLAND NWSFO OR US	2015	04	07	20150407	156	15.6	60.08
PORTLAND NWSFO OR US	2015	04	06	20150406	144	14.4	57.92
PORTLAND NWSFO OR US	2015	04	05	20150405	161	16.1	60.98
PORTLAND NWSFO OR US	2015	04	04	20150404	144	14.4	57.92
PORTLAND NWSFO OR US	2015	04	03	20150403	122	12.2	53.96
PORTLAND NWSFO OR US	2015	04	02	20150402	150	15	59
PORTLAND NWSFO OR US	2015	04	01	20150401	133	13.3	55.94
PORTLAND NWSFO OR US	2015	03	31	20150331	122	12.2	53.96
PORTLAND NWSFO OR US	2015	03	30	20150330	206	20.6	69.08
PORTLAND NWSFO OR US	2015	03	29	20150329	206	20.6	69.08
PORTLAND NWSFO OR US	2015	03	28	20150328	167	16.7	62.06
PORTLAND NWSFO OR US	2015	03	27	20150327	222	22.2	71.96
PORTLAND NWSFO OR US	2015	03	26	20150326	233	23.3	73.94
PORTLAND NWSFO OR US	2015	03	25	20150325	161	16.1	60.98
PORTLAND NWSFO OR US	2015	03	24	20150324	139	13.9	57.02
PORTLAND NWSFO OR US	2015	03	23	20150323	128	12.8	55.04
PORTLAND NWSFO OR US	2015	03	22	20150322	133	13.3	55.94
PORTLAND NWSFO OR US	2015	03	21	20150321	156	15.6	60.08
PORTLAND NWSFO OR US	2015	03	20	20150320	194	19.4	66.92
PORTLAND NWSFO OR US	2015	03	19	20150319	189	18.9	66.02
PORTLAND NWSFO OR US	2015	03	18	20150318	178	17.8	64.04
PORTLAND NWSFO OR US	2015	03	17	20150317	144	14.4	57.92
PORTLAND NWSFO OR US	2015	03	16	20150316	189	18.9	66.02
PORTLAND NWSFO OR US	2015	03	15	20150315	167	16.7	62.06
PORTLAND NWSFO OR US	2015	03	14	20150314	144	14.4	57.92
PORTLAND NWSFO OR US	2015	03	13	20150313	200	20	68
PORTLAND NWSFO OR US	2015	03	12	20150312	206	20.6	69.08
PORTLAND NWSFO OR US	2015	03	11	20150311	144	14.4	57.92
PORTLAND NWSFO OR US	2015	03	10	20150310	189	18.9	66.02
PORTLAND NWSFO OR US	2015	03	09	20150309	206	20.6	69.08
PORTLAND NWSFO OR US	2015	03	08	20150308	206	20.6	69.08
PORTLAND NWSFO OR US	2015	03	07	20150307	200	20	68
PORTLAND NWSFO OR US	2015	03	06	20150306	189	18.9	66.02
PORTLAND NWSFO OR US	2015	03	05	20150305	161	16.1	60.98
PORTLAND NWSFO OR US	2015	03	04	20150304	150	15	59
PORTLAND NWSFO OR US	2015	03	03	20150303	144	14.4	57.92
PORTLAND NWSFO OR US	2015	03	02	20150302	144	14.4	57.92
PORTLAND NWSFO OR US	2015	03	01	20150301	144	14.4	57.92
PORTLAND NWSFO OR US	2015	02	28	20150228	144	14.4	57.92
PORTLAND NWSFO OR US	2015	02	27	20150227	133	13.3	55.94
PORTLAND NWSFO OR US	2015	02	26	20150226	122	12.2	53.96
PORTLAND NWSFO OR US	2015	02	25	20150225	111	11.1	51.98
PORTLAND NWSFO OR US	2015	02	24	20150224	150	15	59
PORTLAND NWSFO OR US	2015	02	23	20150223	150	15	59
PORTLAND NWSFO OR US	2015	02	22	20150222	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	21	20150221	161	16.1	60.98
PORTLAND NWSFO OR US	2015	02	20	20150220	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	19	20150219	144	14.4	57.92
PORTLAND NWSFO OR US	2015	02	18	20150218	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	17	20150217	167	16.7	62.06
PORTLAND NWSFO OR US	2015	02	16	20150216	167	16.7	62.06
PORTLAND NWSFO OR US	2015	02	15	20150215	172	17.2	62.96
PORTLAND NWSFO OR US	2015	02	14	20150214	156	15.6	60.08
PORTLAND NWSFO OR US	2015	02	13	20150213	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	12	20150212	172	17.2	62.96
PORTLAND NWSFO OR US	2015	02	11	20150211	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	10	20150210	128	12.8	55.04
PORTLAND NWSFO OR US	2015	02	09	20150209	117	11.7	53.06
PORTLAND NWSFO OR US	2015	02	08	20150208	133	13.3	55.94
PORTLAND NWSFO OR US	2015	02	07	20150207	144	14.4	57.92
PORTLAND NWSFO OR US	2015	02	06	20150206	139	13.9	57.02
PORTLAND NWSFO OR US	2015	02	05	20150205	94	9.4	48.92
PORTLAND NWSFO OR US	2015	02	04	20150204	117	11.7	53.06
PORTLAND NWSFO OR US	2015	02	03	20150203	100	10	50
PORTLAND NWSFO OR US	2015	02	02	20150202	150	15	59
PORTLAND NWSFO OR US	2015	02	01	20150201	67	6.7	44.06
PORTLAND NWSFO OR US	2015	01	31	20150131	83	8.3	46.94
PORTLAND NWSFO OR US	2015	01	30	20150130	111	11.1	51.98
PORTLAND NWSFO OR US	2015	01	29	20150129	106	10.6	51.08
PORTLAND NWSFO OR US	2015	01	28	20150128	117	11.7	53.06
PORTLAND NWSFO OR US	2015	01	27	20150127	100	10	50
PORTLAND NWSFO OR US	2015	01	26	20150126	139	13.9	57.02
PORTLAND NWSFO OR US	2015	01	25	20150125	122	12.2	53.96
PORTLAND NWSFO OR US	2015	01	24	20150124	167	16.7	62.06
PORTLAND NWSFO OR US	2015	01	23	20150123	78	7.8	46.04
PORTLAND NWSFO OR US	2015	01	22	20150122	72	7.2	44.96
PORTLAND NWSFO OR US	2015	01	21	20150121	89	8.9	48.02
PORTLAND NWSFO OR US	2015	01	20	20150120	94	9.4	48.92
PORTLAND NWSFO OR US	2015	01	19	20150119	111	11.1	51.98
PORTLAND NWSFO OR US	2015	01	18	20150118	144	14.4	57.92
PORTLAND NWSFO OR US	2015	01	17	20150117	144	14.4	57.92
PORTLAND NWSFO OR US	2015	01	16	20150116	122	12.2	53.96
PORTLAND NWSFO OR US	2015	01	15	20150115	56	5.6	42.08
PORTLAND NWSFO OR US	2015	01	14	20150114	83	8.3	46.94
PORTLAND NWSFO OR US	2015	01	13	20150113	106	10.6	51.08
PORTLAND NWSFO OR US	2015	01	12	20150112	89	8.9	48.02
PORTLAND NWSFO OR US	2015	01	11	20150111	67	6.7	44.06
PORTLAND NWSFO OR US	2015	01	10	20150110	61	6.1	42.98
PORTLAND NWSFO OR US	2015	01	09	20150109	94	9.4	48.92
PORTLAND NWSFO OR US	2015	01	08	20150108	89	8.9	48.02
PORTLAND NWSFO OR US	2015	01	07	20150107	111	11.1	51.98
PORTLAND NWSFO OR US	2015	01	06	20150106	83	8.3	46.94
PORTLAND NWSFO OR US	2015	01	05	20150105	133	13.3	55.94
PORTLAND NWSFO OR US	2015	01	04	20150104	111	11.1	51.98
PORTLAND NWSFO OR US	2015	01	03	20150103	44	4.4	39.92
PORTLAND NWSFO OR US	2015	01	02	20150102	50	5	41
PORTLAND NWSFO OR US	2015	01	01	20150101	28	2.8	37.04
PORTLAND NWSFO OR US	2014	12	31	20141231	22	2.2	35.96
PORTLAND NWSFO OR US	2014	12	30	20141230	11	1.1	33.98
PORTLAND NWSFO OR US	2014	12	29	20141229	67	6.7	44.06
PORTLAND NWSFO OR US	2014	12	28	20141228	78	7.8	46.04
PORTLAND NWSFO OR US	2014	12	27	20141227	72	7.2	44.96
PORTLAND NWSFO OR US	2014	12	26	20141226	89	8.9	48.02
PORTLAND NWSFO OR US	2014	12	25	20141225	94	9.4	48.92
PORTLAND NWSFO OR US	2014	12	24	20141224	78	7.8	46.04
PORTLAND NWSFO OR US	2014	12	23	20141223	128	12.8	55.04
PORTLAND NWSFO OR US	2014	12	22	20141222	128	12.8	55.04
PORTLAND NWSFO OR US	2014	12	21	20141221	139	13.9	57.02
PORTLAND NWSFO OR US	2014	12	20	20141220	139	13.9	57.02
PORTLAND NWSFO OR US	2014	12	19	20141219	111	11.1	51.98
PORTLAND NWSFO OR US	2014	12	18	20141218	83	8.3	46.94
PORTLAND NWSFO OR US	2014	12	17	20141217	78	7.8	46.04
PORTLAND NWSFO OR US	2014	12	16	20141216	78	7.8	46.04
PORTLAND NWSFO OR US	2014	12	15	20141215	83	8.3	46.94
PORTLAND NWSFO OR US	2014	12	14	20141214	94	9.4	48.92
PORTLAND NWSFO OR US	2014	12	13	20141213	89	8.9	48.02
PORTLAND NWSFO OR US	2014	12	12	20141212	111	11.1	51.98
PORTLAND NWSFO OR US	2014	12	11	20141211	178	17.8	64.04
PORTLAND NWSFO OR US	2014	12	10	20141210	128	12.8	55.04
PORTLAND NWSFO OR US	2014	12	09	20141209	100	10	50
PORTLAND NWSFO OR US	2014	12	08	20141208	89	8.9	48.02
PORTLAND NWSFO OR US	2014	12	07	20141207	100	10	50
PORTLAND NWSFO OR US	2014	12	06	20141206	128	12.8	55.04
PORTLAND NWSFO OR US	2014	12	05	20141205	61	6.1	42.98
PORTLAND NWSFO OR US	2014	12	04	20141204	33	3.3	37.94
PORTLAND NWSFO OR US	2014	12	03	20141203	72	7.2	44.96
PORTLAND NWSFO OR US	2014	12	02	20141202	44	4.4	39.92
PORTLAND NWSFO OR US	2014	12	01	20141201	11	1.1	33.98
PORTLAND NWSFO OR US	2014	11	30	20141130	28	2.8	37.04
PORTLAND NWSFO OR US	2014	11	29	20141129	61	6.1	42.98
PORTLAND NWSFO OR US	2014	11	28	20141128	133	13.3	55.94
PORTLAND NWSFO OR US	2014	11	27	20141127	156	15.6	60.08
PORTLAND NWSFO OR US	2014	11	26	20141126	167	16.7	62.06
PORTLAND NWSFO OR US	2014	11	25	20141125	167	16.7	62.06
PORTLAND NWSFO OR US	2014	11	24	20141124	128	12.8	55.04
PORTLAND NWSFO OR US	2014	11	23	20141123	117	11.7	53.06
PORTLAND NWSFO OR US	2014	11	22	20141122	106	10.6	51.08
PORTLAND NWSFO OR US	2014	11	21	20141121	128	12.8	55.04
PORTLAND NWSFO OR US	2014	11	20	20141120	67	6.7	44.06
PORTLAND NWSFO OR US	2014	11	19	20141119	61	6.1	42.98
PORTLAND NWSFO OR US	2014	11	18	20141118	50	5	41
PORTLAND NWSFO OR US	2014	11	17	20141117	56	5.6	42.08
PORTLAND NWSFO OR US	2014	11	16	20141116	50	5	41
PORTLAND NWSFO OR US	2014	11	15	20141115	67	6.7	44.06
PORTLAND NWSFO OR US	2014	11	14	20141114	67	6.7	44.06
PORTLAND NWSFO OR US	2014	11	13	20141113	28	2.8	37.04
PORTLAND NWSFO OR US	2014	11	12	20141112	44	4.4	39.92
PORTLAND NWSFO OR US	2014	11	11	20141111	83	8.3	46.94
PORTLAND NWSFO OR US	2014	11	10	20141110	139	13.9	57.02
PORTLAND NWSFO OR US	2014	11	09	20141109	128	12.8	55.04
PORTLAND NWSFO OR US	2014	11	08	20141108	139	13.9	57.02
PORTLAND NWSFO OR US	2014	11	07	20141107	133	13.3	55.94
PORTLAND NWSFO OR US	2014	11	06	20141106	156	15.6	60.08
PORTLAND NWSFO OR US	2014	11	05	20141105	167	16.7	62.06
PORTLAND NWSFO OR US	2014	11	04	20141104	167	16.7	62.06
PORTLAND NWSFO OR US	2014	11	03	20141103	139	13.9	57.02
PORTLAND NWSFO OR US	2014	11	02	20141102	122	12.2	53.96
PORTLAND NWSFO OR US	2014	11	01	20141101	117	11.7	53.06
PORTLAND NWSFO OR US	2014	10	31	20141031	144	14.4	57.92
PORTLAND NWSFO OR US	2014	10	30	20141030	156	15.6	60.08
PORTLAND NWSFO OR US	2014	10	29	20141029	161	16.1	60.98
PORTLAND NWSFO OR US	2014	10	28	20141028	139	13.9	57.02
PORTLAND NWSFO OR US	2014	10	27	20141027	161	16.1	60.98
PORTLAND NWSFO OR US	2014	10	26	20141026	150	15	59
PORTLAND NWSFO OR US	2014	10	25	20141025	183	18.3	64.94
PORTLAND NWSFO OR US	2014	10	24	20141024	128	12.8	55.04
PORTLAND NWSFO OR US	2014	10	23	20141023	144	14.4	57.92
PORTLAND NWSFO OR US	2014	10	22	20141022	156	15.6	60.08
PORTLAND NWSFO OR US	2014	10	21	20141021	161	16.1	60.98
PORTLAND NWSFO OR US	2014	10	20	20141020	178	17.8	64.04
PORTLAND NWSFO OR US	2014	10	19	20141019	239	23.9	75.02
PORTLAND NWSFO OR US	2014	10	18	20141018	206	20.6	69.08
PORTLAND NWSFO OR US	2014	10	17	20141017	167	16.7	62.06
PORTLAND NWSFO OR US	2014	10	16	20141016	206	20.6	69.08
PORTLAND NWSFO OR US	2014	10	15	20141015	156	15.6	60.08
PORTLAND NWSFO OR US	2014	10	14	20141014	161	16.1	60.98
PORTLAND NWSFO OR US	2014	10	13	20141013	228	22.8	73.04
PORTLAND NWSFO OR US	2014	10	12	20141012	183	18.3	64.94
PORTLAND NWSFO OR US	2014	10	11	20141011	211	21.1	69.98
PORTLAND NWSFO OR US	2014	10	10	20141010	217	21.7	71.06
PORTLAND NWSFO OR US	2014	10	09	20141009	233	23.3	73.94
PORTLAND NWSFO OR US	2014	10	08	20141008	228	22.8	73.04
PORTLAND NWSFO OR US	2014	10	07	20141007	272	27.2	80.96
PORTLAND NWSFO OR US	2014	10	06	20141006	289	28.9	84.02
PORTLAND NWSFO OR US	2014	10	05	20141005	289	28.9	84.02
PORTLAND NWSFO OR US	2014	10	04	20141004	278	27.8	82.04
PORTLAND NWSFO OR US	2014	10	03	20141003	261	26.1	78.98
PORTLAND NWSFO OR US	2014	10	02	20141002	217	21.7	71.06
PORTLAND NWSFO OR US	2014	10	01	20141001	194	19.4	66.92
PORTLAND NWSFO OR US	2014	09	30	20140930	189	18.9	66.02
PORTLAND NWSFO OR US	2014	09	29	20140929	178	17.8	64.04
PORTLAND NWSFO OR US	2014	09	28	20140928	256	25.6	78.08
PORTLAND NWSFO OR US	2014	09	27	20140927	206	20.6	69.08
PORTLAND NWSFO OR US	2014	09	26	20140926	233	23.3	73.94
PORTLAND NWSFO OR US	2014	09	25	20140925	228	22.8	73.04
PORTLAND NWSFO OR US	2014	09	24	20140924	183	18.3	64.94
PORTLAND NWSFO OR US	2014	09	23	20140923	200	20	68
PORTLAND NWSFO OR US	2014	09	22	20140922	211	21.1	69.98
PORTLAND NWSFO OR US	2014	09	21	20140921	306	30.6	87.08
PORTLAND NWSFO OR US	2014	09	20	20140920	333	33.3	91.94
PORTLAND NWSFO OR US	2014	09	19	20140919	278	27.8	82.04
PORTLAND NWSFO OR US	2014	09	18	20140918	217	21.7	71.06
PORTLAND NWSFO OR US	2014	09	17	20140917	239	23.9	75.02
PORTLAND NWSFO OR US	2014	09	16	20140916	244	24.4	75.92
PORTLAND NWSFO OR US	2014	09	15	20140915	322	32.2	89.96
PORTLAND NWSFO OR US	2014	09	14	20140914	311	31.1	87.98
PORTLAND NWSFO OR US	2014	09	13	20140913	306	30.6	87.08
PORTLAND NWSFO OR US	2014	09	12	20140912	283	28.3	82.94
PORTLAND NWSFO OR US	2014	09	11	20140911	239	23.9	75.02
PORTLAND NWSFO OR US	2014	09	10	20140910	256	25.6	78.08
PORTLAND NWSFO OR US	2014	09	09	20140909	239	23.9	75.02
PORTLAND NWSFO OR US	2014	09	08	20140908	250	25	77
PORTLAND NWSFO OR US	2014	09	07	20140907	300	30	86
PORTLAND NWSFO OR US	2014	09	06	20140906	339	33.9	93.02
PORTLAND NWSFO OR US	2014	09	05	20140905	317	31.7	89.06
PORTLAND NWSFO OR US	2014	09	04	20140904	294	29.4	84.92
PORTLAND NWSFO OR US	2014	09	03	20140903	228	22.8	73.04
PORTLAND NWSFO OR US	2014	09	02	20140902	250	25	77
PORTLAND NWSFO OR US	2014	09	01	20140901	272	27.2	80.96
PORTLAND NWSFO OR US	2014	08	31	20140831	250	25	77
PORTLAND NWSFO OR US	2014	08	30	20140830	222	22.2	71.96
PORTLAND NWSFO OR US	2014	08	29	20140829	244	24.4	75.92
PORTLAND NWSFO OR US	2014	08	28	20140828	283	28.3	82.94
PORTLAND NWSFO OR US	2014	08	27	20140827	328	32.8	91.04
PORTLAND NWSFO OR US	2014	08	26	20140826	339	33.9	93.02
PORTLAND NWSFO OR US	2014	08	25	20140825	322	32.2	89.96
PORTLAND NWSFO OR US	2014	08	24	20140824	283	28.3	82.94
PORTLAND NWSFO OR US	2014	08	23	20140823	311	31.1	87.98
PORTLAND NWSFO OR US	2014	08	22	20140822	272	27.2	80.96
PORTLAND NWSFO OR US	2014	08	21	20140821	267	26.7	80.06
PORTLAND NWSFO OR US	2014	08	20	20140820	256	25.6	78.08
PORTLAND NWSFO OR US	2014	08	19	20140819	306	30.6	87.08
PORTLAND NWSFO OR US	2014	08	18	20140818	328	32.8	91.04
PORTLAND NWSFO OR US	2014	08	17	20140817	311	31.1	87.98
PORTLAND NWSFO OR US	2014	08	16	20140816	294	29.4	84.92
PORTLAND NWSFO OR US	2014	08	15	20140815	272	27.2	80.96
PORTLAND NWSFO OR US	2014	08	14	20140814	267	26.7	80.06
PORTLAND NWSFO OR US	2014	08	13	20140813	261	26.1	78.98
PORTLAND NWSFO OR US	2014	08	12	20140812	267	26.7	80.06
PORTLAND NWSFO OR US	2014	08	11	20140811	367	36.7	98.06
PORTLAND NWSFO OR US	2014	08	10	20140810	350	35	95
PORTLAND NWSFO OR US	2014	08	09	20140809	300	30	86
PORTLAND NWSFO OR US	2014	08	08	20140808	267	26.7	80.06
PORTLAND NWSFO OR US	2014	08	07	20140807	283	28.3	82.94
PORTLAND NWSFO OR US	2014	08	06	20140806	289	28.9	84.02
PORTLAND NWSFO OR US	2014	08	05	20140805	283	28.3	82.94
PORTLAND NWSFO OR US	2014	08	04	20140804	344	34.4	93.92
PORTLAND NWSFO OR US	2014	08	03	20140803	322	32.2	89.96
PORTLAND NWSFO OR US	2014	08	02	20140802	306	30.6	87.08
PORTLAND NWSFO OR US	2014	08	01	20140801	322	32.2	89.96
PORTLAND NWSFO OR US	2014	07	31	20140731	333	33.3	91.94
PORTLAND NWSFO OR US	2014	07	30	20140730	317	31.7	89.06
PORTLAND NWSFO OR US	2014	07	29	20140729	328	32.8	91.04
PORTLAND NWSFO OR US	2014	07	28	20140728	333	33.3	91.94
PORTLAND NWSFO OR US	2014	07	27	20140727	311	31.1	87.98
PORTLAND NWSFO OR US	2014	07	26	20140726	300	30	86
PORTLAND NWSFO OR US	2014	07	25	20140725	261	26.1	78.98
PORTLAND NWSFO OR US	2014	07	24	20140724	222	22.2	71.96
PORTLAND NWSFO OR US	2014	07	23	20140723	189	18.9	66.02
PORTLAND NWSFO OR US	2014	07	22	20140722	228	22.8	73.04
PORTLAND NWSFO OR US	2014	07	21	20140721	261	26.1	78.98
PORTLAND NWSFO OR US	2014	07	20	20140720	228	22.8	73.04
PORTLAND NWSFO OR US	2014	07	19	20140719	306	30.6	87.08
PORTLAND NWSFO OR US	2014	07	18	20140718	272	27.2	80.96
PORTLAND NWSFO OR US	2014	07	17	20140717	294	29.4	84.92
PORTLAND NWSFO OR US	2014	07	16	20140716	333	33.3	91.94
PORTLAND NWSFO OR US	2014	07	15	20140715	328	32.8	91.04
PORTLAND NWSFO OR US	2014	07	14	20140714	306	30.6	87.08
PORTLAND NWSFO OR US	2014	07	13	20140713	233	23.3	73.94
PORTLAND NWSFO OR US	2014	07	12	20140712	344	34.4	93.92
PORTLAND NWSFO OR US	2014	07	11	20140711	306	30.6	87.08
PORTLAND NWSFO OR US	2014	07	10	20140710	306	30.6	87.08
PORTLAND NWSFO OR US	2014	07	09	20140709	294	29.4	84.92
PORTLAND NWSFO OR US	2014	07	08	20140708	322	32.2	89.96
PORTLAND NWSFO OR US	2014	07	07	20140707	311	31.1	87.98
PORTLAND NWSFO OR US	2014	07	06	20140706	317	31.7	89.06
PORTLAND NWSFO OR US	2014	07	05	20140705	294	29.4	84.92
PORTLAND NWSFO OR US	2014	07	04	20140704	267	26.7	80.06
PORTLAND NWSFO OR US	2014	07	03	20140703	233	23.3	73.94
PORTLAND NWSFO OR US	2014	07	02	20140702	283	28.3	82.94
PORTLAND NWSFO OR US	2014	07	01	20140701	372	37.2	98.96
PORTLAND NWSFO OR US	2014	06	30	20140630	306	30.6	87.08
PORTLAND NWSFO OR US	2014	06	29	20140629	233	23.3	73.94
PORTLAND NWSFO OR US	2014	06	28	20140628	222	22.2	71.96
PORTLAND NWSFO OR US	2014	06	27	20140627	211	21.1	69.98
PORTLAND NWSFO OR US	2014	06	26	20140626	194	19.4	66.92
PORTLAND NWSFO OR US	2014	06	25	20140625	256	25.6	78.08
PORTLAND NWSFO OR US	2014	06	24	20140624	250	25	77
PORTLAND NWSFO OR US	2014	06	23	20140623	272	27.2	80.96
PORTLAND NWSFO OR US	2014	06	22	20140622	272	27.2	80.96
PORTLAND NWSFO OR US	2014	06	21	20140621	244	24.4	75.92
PORTLAND NWSFO OR US	2014	06	20	20140620	222	22.2	71.96
PORTLAND NWSFO OR US	2014	06	19	20140619	278	27.8	82.04
PORTLAND NWSFO OR US	2014	06	18	20140618	211	21.1	69.98
PORTLAND NWSFO OR US	2014	06	17	20140617	150	15	59
PORTLAND NWSFO OR US	2014	06	16	20140616	156	15.6	60.08
PORTLAND NWSFO OR US	2014	06	15	20140615	178	17.8	64.04
PORTLAND NWSFO OR US	2014	06	14	20140614	206	20.6	69.08
PORTLAND NWSFO OR US	2014	06	13	20140613	189	18.9	66.02
PORTLAND NWSFO OR US	2014	06	12	20140612	189	18.9	66.02
PORTLAND NWSFO OR US	2014	06	11	20140611	267	26.7	80.06
PORTLAND NWSFO OR US	2014	06	10	20140610	239	23.9	75.02
PORTLAND NWSFO OR US	2014	06	09	20140609	239	23.9	75.02
PORTLAND NWSFO OR US	2014	06	08	20140608	272	27.2	80.96
PORTLAND NWSFO OR US	2014	06	07	20140607	256	25.6	78.08
PORTLAND NWSFO OR US	2014	06	06	20140606	272	27.2	80.96
PORTLAND NWSFO OR US	2014	06	05	20140605	250	25	77
PORTLAND NWSFO OR US	2014	06	04	20140604	233	23.3	73.94
PORTLAND NWSFO OR US	2014	06	03	20140603	194	19.4	66.92
PORTLAND NWSFO OR US	2014	06	02	20140602	256	25.6	78.08
PORTLAND NWSFO OR US	2014	06	01	20140601	233	23.3	73.94
PORTLAND NWSFO OR US	2014	05	31	20140531	256	25.6	78.08
PORTLAND NWSFO OR US	2014	05	30	20140530	256	25.6	78.08
PORTLAND NWSFO OR US	2014	05	29	20140529	200	20	68
PORTLAND NWSFO OR US	2014	05	28	20140528	167	16.7	62.06
PORTLAND NWSFO OR US	2014	05	27	20140527	189	18.9	66.02
PORTLAND NWSFO OR US	2014	05	26	20140526	222	22.2	71.96
PORTLAND NWSFO OR US	2014	05	25	20140525	217	21.7	71.06
