STATION_NAME	YEAR	Month	DAY	DATE	TMAX	C	temF
PORTLAND NWSFO OR US	2012	05	14	20120514	317	31.7	89.06
PORTLAND NWSFO OR US	2012	05	13	20120513	317	31.7	89.06
PORTLAND NWSFO OR US	2012	05	12	20120512	283	28.3	82.94
PORTLAND NWSFO OR US	2012	05	11	20120511	244	24.4	75.92
PORTLAND NWSFO OR US	2012	05	10	20120510	172	17.2	62.96
PORTLAND NWSFO OR US	2012	05	09	20120509	172	17.2	62.96
PORTLAND NWSFO OR US	2012	05	08	20120508	239	23.9	75.02
PORTLAND NWSFO OR US	2012	05	07	20120507	272	27.2	80.96
PORTLAND NWSFO OR US	2012	05	06	20120506	217	21.7	71.06
PORTLAND NWSFO OR US	2012	05	05	20120505	128	12.8	55.04
PORTLAND NWSFO OR US	2012	05	04	20120504	128	12.8	55.04
PORTLAND NWSFO OR US	2012	05	03	20120503	150	15	59
PORTLAND NWSFO OR US	2012	05	02	20120502	144	14.4	57.92
PORTLAND NWSFO OR US	2012	05	01	20120501	122	12.2	53.96
PORTLAND NWSFO OR US	2012	04	30	20120430	156	15.6	60.08
PORTLAND NWSFO OR US	2012	04	29	20120429	194	19.4	66.92
PORTLAND NWSFO OR US	2012	04	28	20120428	178	17.8	64.04
PORTLAND NWSFO OR US	2012	04	27	20120427	139	13.9	57.02
PORTLAND NWSFO OR US	2012	04	26	20120426	156	15.6	60.08
PORTLAND NWSFO OR US	2012	04	25	20120425	200	20	68
PORTLAND NWSFO OR US	2012	04	24	20120424	178	17.8	64.04
PORTLAND NWSFO OR US	2012	04	23	20120423	289	28.9	84.02
PORTLAND NWSFO OR US	2012	04	22	20120422	283	28.3	82.94
PORTLAND NWSFO OR US	2012	04	21	20120421	244	24.4	75.92
PORTLAND NWSFO OR US	2012	04	20	20120420	156	15.6	60.08
PORTLAND NWSFO OR US	2012	04	19	20120419	139	13.9	57.02
PORTLAND NWSFO OR US	2012	04	18	20120418	139	13.9	57.02
PORTLAND NWSFO OR US	2012	04	17	20120417	106	10.6	51.08
PORTLAND NWSFO OR US	2012	04	16	20120416	161	16.1	60.98
PORTLAND NWSFO OR US	2012	04	15	20120415	194	19.4	66.92
PORTLAND NWSFO OR US	2012	04	14	20120414	178	17.8	64.04
PORTLAND NWSFO OR US	2012	04	13	20120413	178	17.8	64.04
PORTLAND NWSFO OR US	2012	04	12	20120412	156	15.6	60.08
PORTLAND NWSFO OR US	2012	04	11	20120411	128	12.8	55.04
PORTLAND NWSFO OR US	2012	04	10	20120410	189	18.9	66.02
PORTLAND NWSFO OR US	2012	04	09	20120409	211	21.1	69.98
PORTLAND NWSFO OR US	2012	04	08	20120408	200	20	68
PORTLAND NWSFO OR US	2012	04	07	20120407	178	17.8	64.04
PORTLAND NWSFO OR US	2012	04	06	20120406	122	12.2	53.96
PORTLAND NWSFO OR US	2012	04	05	20120405	94	9.4	48.92
PORTLAND NWSFO OR US	2012	04	04	20120404	94	9.4	48.92
PORTLAND NWSFO OR US	2012	04	03	20120403	106	10.6	51.08
PORTLAND NWSFO OR US	2012	04	02	20120402	161	16.1	60.98
PORTLAND NWSFO OR US	2012	04	01	20120401	94	9.4	48.92
PORTLAND NWSFO OR US	2012	03	31	20120331	122	12.2	53.96
PORTLAND NWSFO OR US	2012	03	30	20120330	117	11.7	53.06
PORTLAND NWSFO OR US	2012	03	29	20120329	128	12.8	55.04
PORTLAND NWSFO OR US	2012	03	28	20120328	122	12.2	53.96
PORTLAND NWSFO OR US	2012	03	27	20120327	122	12.2	53.96
PORTLAND NWSFO OR US	2012	03	26	20120326	150	15	59
PORTLAND NWSFO OR US	2012	03	25	20120325	128	12.8	55.04
PORTLAND NWSFO OR US	2012	03	24	20120324	178	17.8	64.04
PORTLAND NWSFO OR US	2012	03	23	20120323	139	13.9	57.02
PORTLAND NWSFO OR US	2012	03	22	20120322	94	9.4	48.92
PORTLAND NWSFO OR US	2012	03	21	20120321	39	3.9	39.02
PORTLAND NWSFO OR US	2012	03	20	20120320	83	8.3	46.94
PORTLAND NWSFO OR US	2012	03	19	20120319	61	6.1	42.98
PORTLAND NWSFO OR US	2012	03	18	20120318	72	7.2	44.96
PORTLAND NWSFO OR US	2012	03	17	20120317	106	10.6	51.08
PORTLAND NWSFO OR US	2012	03	16	20120316	128	12.8	55.04
PORTLAND NWSFO OR US	2012	03	15	20120315	122	12.2	53.96
PORTLAND NWSFO OR US	2012	03	14	20120314	44	4.4	39.92
PORTLAND NWSFO OR US	2012	03	13	20120313	72	7.2	44.96
PORTLAND NWSFO OR US	2012	03	12	20120312	106	10.6	51.08
PORTLAND NWSFO OR US	2012	03	11	20120311	72	7.2	44.96
PORTLAND NWSFO OR US	2012	03	10	20120310	111	11.1	51.98
PORTLAND NWSFO OR US	2012	03	09	20120309	172	17.2	62.96
PORTLAND NWSFO OR US	2012	03	08	20120308	194	19.4	66.92
PORTLAND NWSFO OR US	2012	03	07	20120307	106	10.6	51.08
PORTLAND NWSFO OR US	2012	03	06	20120306	89	8.9	48.02
PORTLAND NWSFO OR US	2012	03	05	20120305	83	8.3	46.94
PORTLAND NWSFO OR US	2012	03	04	20120304	133	13.3	55.94
PORTLAND NWSFO OR US	2012	03	03	20120303	128	12.8	55.04
PORTLAND NWSFO OR US	2012	03	02	20120302	83	8.3	46.94
PORTLAND NWSFO OR US	2012	03	01	20120301	72	7.2	44.96
PORTLAND NWSFO OR US	2012	02	29	20120229	44	4.4	39.92
PORTLAND NWSFO OR US	2012	02	28	20120228	89	8.9	48.02
PORTLAND NWSFO OR US	2012	02	27	20120227	72	7.2	44.96
PORTLAND NWSFO OR US	2012	02	26	20120226	72	7.2	44.96
PORTLAND NWSFO OR US	2012	02	25	20120225	67	6.7	44.06
PORTLAND NWSFO OR US	2012	02	24	20120224	117	11.7	53.06
PORTLAND NWSFO OR US	2012	02	23	20120223	106	10.6	51.08
PORTLAND NWSFO OR US	2012	02	22	20120222	122	12.2	53.96
PORTLAND NWSFO OR US	2012	02	21	20120221	128	12.8	55.04
PORTLAND NWSFO OR US	2012	02	20	20120220	94	9.4	48.92
PORTLAND NWSFO OR US	2012	02	19	20120219	83	8.3	46.94
PORTLAND NWSFO OR US	2012	02	18	20120218	83	8.3	46.94
PORTLAND NWSFO OR US	2012	02	17	20120217	100	10	50
PORTLAND NWSFO OR US	2012	02	16	20120216	61	6.1	42.98
PORTLAND NWSFO OR US	2012	02	15	20120215	67	6.7	44.06
PORTLAND NWSFO OR US	2012	02	14	20120214	72	7.2	44.96
PORTLAND NWSFO OR US	2012	02	13	20120213	67	6.7	44.06
PORTLAND NWSFO OR US	2012	02	12	20120212	106	10.6	51.08
PORTLAND NWSFO OR US	2012	02	11	20120211	106	10.6	51.08
PORTLAND NWSFO OR US	2012	02	10	20120210	72	7.2	44.96
PORTLAND NWSFO OR US	2012	02	09	20120209	89	8.9	48.02
PORTLAND NWSFO OR US	2012	02	08	20120208	67	6.7	44.06
PORTLAND NWSFO OR US	2012	02	07	20120207	78	7.8	46.04
PORTLAND NWSFO OR US	2012	02	06	20120206	106	10.6	51.08
PORTLAND NWSFO OR US	2012	02	05	20120205	117	11.7	53.06
PORTLAND NWSFO OR US	2012	02	04	20120204	100	10	50
PORTLAND NWSFO OR US	2012	02	03	20120203	111	11.1	51.98
PORTLAND NWSFO OR US	2012	02	02	20120202	117	11.7	53.06
PORTLAND NWSFO OR US	2012	02	01	20120201	111	11.1	51.98
PORTLAND NWSFO OR US	2012	01	31	20120131	106	10.6	51.08
PORTLAND NWSFO OR US	2012	01	30	20120130	106	10.6	51.08
PORTLAND NWSFO OR US	2012	01	29	20120129	94	9.4	48.92
PORTLAND NWSFO OR US	2012	01	28	20120128	78	7.8	46.04
PORTLAND NWSFO OR US	2012	01	27	20120127	56	5.6	42.08
PORTLAND NWSFO OR US	2012	01	26	20120126	106	10.6	51.08
PORTLAND NWSFO OR US	2012	01	25	20120125	128	12.8	55.04
PORTLAND NWSFO OR US	2012	01	24	20120124	128	12.8	55.04
PORTLAND NWSFO OR US	2012	01	23	20120123	44	4.4	39.92
PORTLAND NWSFO OR US	2012	01	22	20120122	83	8.3	46.94
PORTLAND NWSFO OR US	2012	01	21	20120121	111	11.1	51.98
PORTLAND NWSFO OR US	2012	01	20	20120120	39	3.9	39.02
PORTLAND NWSFO OR US	2012	01	19	20120119	111	11.1	51.98
PORTLAND NWSFO OR US	2012	01	18	20120118	111	11.1	51.98
PORTLAND NWSFO OR US	2012	01	17	20120117	33	3.3	37.94
PORTLAND NWSFO OR US	2012	01	16	20120116	33	3.3	37.94
PORTLAND NWSFO OR US	2012	01	15	20120115	28	2.8	37.04
PORTLAND NWSFO OR US	2012	01	14	20120114	67	6.7	44.06
PORTLAND NWSFO OR US	2012	01	13	20120113	67	6.7	44.06
PORTLAND NWSFO OR US	2012	01	12	20120112	61	6.1	42.98
PORTLAND NWSFO OR US	2012	01	11	20120111	72	7.2	44.96
PORTLAND NWSFO OR US	2012	01	10	20120110	78	7.8	46.04
PORTLAND NWSFO OR US	2012	01	09	20120109	61	6.1	42.98
PORTLAND NWSFO OR US	2012	01	08	20120108	61	6.1	42.98
PORTLAND NWSFO OR US	2012	01	07	20120107	78	7.8	46.04
PORTLAND NWSFO OR US	2012	01	06	20120106	33	3.3	37.94
PORTLAND NWSFO OR US	2012	01	05	20120105	106	10.6	51.08
PORTLAND NWSFO OR US	2012	01	04	20120104	111	11.1	51.98
PORTLAND NWSFO OR US	2012	01	03	20120103	100	10	50
PORTLAND NWSFO OR US	2012	01	02	20120102	122	12.2	53.96
PORTLAND NWSFO OR US	2012	01	01	20120101	100	10	50
PORTLAND NWSFO OR US	2011	12	31	20111231	56	5.6	42.08
PORTLAND NWSFO OR US	2011	12	30	20111230	117	11.7	53.06
PORTLAND NWSFO OR US	2011	12	29	20111229	117	11.7	53.06
PORTLAND NWSFO OR US	2011	12	28	20111228	133	13.3	55.94
PORTLAND NWSFO OR US	2011	12	27	20111227	117	11.7	53.06
PORTLAND NWSFO OR US	2011	12	26	20111226	50	5	41
PORTLAND NWSFO OR US	2011	12	25	20111225	100	10	50
PORTLAND NWSFO OR US	2011	12	24	20111224	83	8.3	46.94
PORTLAND NWSFO OR US	2011	12	23	20111223	83	8.3	46.94
PORTLAND NWSFO OR US	2011	12	22	20111222	72	7.2	44.96
PORTLAND NWSFO OR US	2011	12	21	20111221	61	6.1	42.98
PORTLAND NWSFO OR US	2011	12	20	20111220	56	5.6	42.08
PORTLAND NWSFO OR US	2011	12	19	20111219	56	5.6	42.08
PORTLAND NWSFO OR US	2011	12	18	20111218	56	5.6	42.08
PORTLAND NWSFO OR US	2011	12	17	20111217	83	8.3	46.94
PORTLAND NWSFO OR US	2011	12	16	20111216	94	9.4	48.92
PORTLAND NWSFO OR US	2011	12	15	20111215	39	3.9	39.02
PORTLAND NWSFO OR US	2011	12	14	20111214	44	4.4	39.92
PORTLAND NWSFO OR US	2011	12	13	20111213	44	4.4	39.92
PORTLAND NWSFO OR US	2011	12	12	20111212	67	6.7	44.06
PORTLAND NWSFO OR US	2011	12	11	20111211	39	3.9	39.02
PORTLAND NWSFO OR US	2011	12	10	20111210	22	2.2	35.96
PORTLAND NWSFO OR US	2011	12	09	20111209	78	7.8	46.04
PORTLAND NWSFO OR US	2011	12	08	20111208	72	7.2	44.96
PORTLAND NWSFO OR US	2011	12	07	20111207	39	3.9	39.02
PORTLAND NWSFO OR US	2011	12	06	20111206	17	1.7	35.06
PORTLAND NWSFO OR US	2011	12	05	20111205	56	5.6	42.08
PORTLAND NWSFO OR US	2011	12	04	20111204	67	6.7	44.06
PORTLAND NWSFO OR US	2011	12	03	20111203	28	2.8	37.04
PORTLAND NWSFO OR US	2011	12	02	20111202	83	8.3	46.94
PORTLAND NWSFO OR US	2011	12	01	20111201	89	8.9	48.02
PORTLAND NWSFO OR US	2011	11	30	20111130	106	10.6	51.08
PORTLAND NWSFO OR US	2011	11	29	20111129	72	7.2	44.96
PORTLAND NWSFO OR US	2011	11	28	20111128	72	7.2	44.96
PORTLAND NWSFO OR US	2011	11	27	20111127	133	13.3	55.94
PORTLAND NWSFO OR US	2011	11	26	20111126	117	11.7	53.06
PORTLAND NWSFO OR US	2011	11	25	20111125	100	10	50
PORTLAND NWSFO OR US	2011	11	24	20111124	83	8.3	46.94
PORTLAND NWSFO OR US	2011	11	23	20111123	139	13.9	57.02
PORTLAND NWSFO OR US	2011	11	22	20111122	150	15	59
PORTLAND NWSFO OR US	2011	11	21	20111121	106	10.6	51.08
PORTLAND NWSFO OR US	2011	11	20	20111120	67	6.7	44.06
PORTLAND NWSFO OR US	2011	11	19	20111119	61	6.1	42.98
PORTLAND NWSFO OR US	2011	11	18	20111118	72	7.2	44.96
PORTLAND NWSFO OR US	2011	11	17	20111117	117	11.7	53.06
PORTLAND NWSFO OR US	2011	11	16	20111116	117	11.7	53.06
PORTLAND NWSFO OR US	2011	11	15	20111115	67	6.7	44.06
PORTLAND NWSFO OR US	2011	11	14	20111114	100	10	50
PORTLAND NWSFO OR US	2011	11	13	20111113	111	11.1	51.98
PORTLAND NWSFO OR US	2011	11	12	20111112	94	9.4	48.92
PORTLAND NWSFO OR US	2011	11	11	20111111	94	9.4	48.92
PORTLAND NWSFO OR US	2011	11	10	20111110	139	13.9	57.02
PORTLAND NWSFO OR US	2011	11	09	20111109	133	13.3	55.94
PORTLAND NWSFO OR US	2011	11	08	20111108	133	13.3	55.94
PORTLAND NWSFO OR US	2011	11	07	20111107	111	11.1	51.98
PORTLAND NWSFO OR US	2011	11	06	20111106	111	11.1	51.98
PORTLAND NWSFO OR US	2011	11	05	20111105	83	8.3	46.94
PORTLAND NWSFO OR US	2011	11	04	20111104	83	8.3	46.94
PORTLAND NWSFO OR US	2011	11	03	20111103	111	11.1	51.98
PORTLAND NWSFO OR US	2011	11	02	20111102	156	15.6	60.08
PORTLAND NWSFO OR US	2011	11	01	20111101	94	9.4	48.92
PORTLAND NWSFO OR US	2011	10	31	20111031	139	13.9	57.02
PORTLAND NWSFO OR US	2011	10	30	20111030	161	16.1	60.98
PORTLAND NWSFO OR US	2011	10	29	20111029	156	15.6	60.08
PORTLAND NWSFO OR US	2011	10	28	20111028	150	15	59
PORTLAND NWSFO OR US	2011	10	27	20111027	144	14.4	57.92
PORTLAND NWSFO OR US	2011	10	26	20111026	122	12.2	53.96
PORTLAND NWSFO OR US	2011	10	25	20111025	150	15	59
PORTLAND NWSFO OR US	2011	10	24	20111024	156	15.6	60.08
PORTLAND NWSFO OR US	2011	10	23	20111023	167	16.7	62.06
PORTLAND NWSFO OR US	2011	10	22	20111022	189	18.9	66.02
PORTLAND NWSFO OR US	2011	10	21	20111021	172	17.2	62.96
PORTLAND NWSFO OR US	2011	10	20	20111020	161	16.1	60.98
PORTLAND NWSFO OR US	2011	10	19	20111019	161	16.1	60.98
PORTLAND NWSFO OR US	2011	10	18	20111018	217	21.7	71.06
PORTLAND NWSFO OR US	2011	10	17	20111017	172	17.2	62.96
PORTLAND NWSFO OR US	2011	10	16	20111016	167	16.7	62.06
PORTLAND NWSFO OR US	2011	10	15	20111015	161	16.1	60.98
PORTLAND NWSFO OR US	2011	10	14	20111014	150	15	59
PORTLAND NWSFO OR US	2011	10	13	20111013	128	12.8	55.04
PORTLAND NWSFO OR US	2011	10	12	20111012	172	17.2	62.96
PORTLAND NWSFO OR US	2011	10	11	20111011	172	17.2	62.96
PORTLAND NWSFO OR US	2011	10	10	20111010	167	16.7	62.06
PORTLAND NWSFO OR US	2011	10	09	20111009	144	14.4	57.92
PORTLAND NWSFO OR US	2011	10	08	20111008	200	20	68
PORTLAND NWSFO OR US	2011	10	07	20111007	144	14.4	57.92
PORTLAND NWSFO OR US	2011	10	06	20111006	133	13.3	55.94
PORTLAND NWSFO OR US	2011	10	05	20111005	150	15	59
PORTLAND NWSFO OR US	2011	10	04	20111004	189	18.9	66.02
PORTLAND NWSFO OR US	2011	10	03	20111003	178	17.8	64.04
PORTLAND NWSFO OR US	2011	10	02	20111002	161	16.1	60.98
PORTLAND NWSFO OR US	2011	10	01	20111001	156	15.6	60.08
PORTLAND NWSFO OR US	2011	09	30	20110930	228	22.8	73.04
PORTLAND NWSFO OR US	2011	09	29	20110929	261	26.1	78.98
PORTLAND NWSFO OR US	2011	09	28	20110928	233	23.3	73.94
PORTLAND NWSFO OR US	2011	09	27	20110927	189	18.9	66.02
PORTLAND NWSFO OR US	2011	09	26	20110926	217	21.7	71.06
PORTLAND NWSFO OR US	2011	09	25	20110925	183	18.3	64.94
PORTLAND NWSFO OR US	2011	09	24	20110924	289	28.9	84.02
PORTLAND NWSFO OR US	2011	09	23	20110923	294	29.4	84.92
PORTLAND NWSFO OR US	2011	09	22	20110922	272	27.2	80.96
PORTLAND NWSFO OR US	2011	09	21	20110921	294	29.4	84.92
PORTLAND NWSFO OR US	2011	09	20	20110920	272	27.2	80.96
PORTLAND NWSFO OR US	2011	09	19	20110919	222	22.2	71.96
PORTLAND NWSFO OR US	2011	09	18	20110918	183	18.3	64.94
PORTLAND NWSFO OR US	2011	09	17	20110917	156	15.6	60.08
PORTLAND NWSFO OR US	2011	09	16	20110916	217	21.7	71.06
PORTLAND NWSFO OR US	2011	09	15	20110915	189	18.9	66.02
PORTLAND NWSFO OR US	2011	09	14	20110914	194	19.4	66.92
PORTLAND NWSFO OR US	2011	09	13	20110913	200	20	68
PORTLAND NWSFO OR US	2011	09	12	20110912	250	25	77
PORTLAND NWSFO OR US	2011	09	11	20110911	333	33.3	91.94
PORTLAND NWSFO OR US	2011	09	10	20110910	333	33.3	91.94
PORTLAND NWSFO OR US	2011	09	09	20110909	328	32.8	91.04
PORTLAND NWSFO OR US	2011	09	08	20110908	311	31.1	87.98
PORTLAND NWSFO OR US	2011	09	07	20110907	339	33.9	93.02
PORTLAND NWSFO OR US	2011	09	06	20110906	328	32.8	91.04
PORTLAND NWSFO OR US	2011	09	05	20110905	311	31.1	87.98
PORTLAND NWSFO OR US	2011	09	04	20110904	317	31.7	89.06
PORTLAND NWSFO OR US	2011	09	03	20110903	300	30	86
PORTLAND NWSFO OR US	2011	09	02	20110902	244	24.4	75.92
PORTLAND NWSFO OR US	2011	09	01	20110901	256	25.6	78.08
PORTLAND NWSFO OR US	2011	08	31	20110831	211	21.1	69.98
PORTLAND NWSFO OR US	2011	08	30	20110830	206	20.6	69.08
PORTLAND NWSFO OR US	2011	08	29	20110829	217	21.7	71.06
PORTLAND NWSFO OR US	2011	08	28	20110828	278	27.8	82.04
PORTLAND NWSFO OR US	2011	08	27	20110827	311	31.1	87.98
PORTLAND NWSFO OR US	2011	08	26	20110826	311	31.1	87.98
PORTLAND NWSFO OR US	2011	08	25	20110825	317	31.7	89.06
PORTLAND NWSFO OR US	2011	08	24	20110824	317	31.7	89.06
PORTLAND NWSFO OR US	2011	08	23	20110823	289	28.9	84.02
PORTLAND NWSFO OR US	2011	08	22	20110822	267	26.7	80.06
PORTLAND NWSFO OR US	2011	08	21	20110821	322	32.2	89.96
PORTLAND NWSFO OR US	2011	08	20	20110820	361	36.1	96.98
PORTLAND NWSFO OR US	2011	08	19	20110819	278	27.8	82.04
PORTLAND NWSFO OR US	2011	08	18	20110818	256	25.6	78.08
PORTLAND NWSFO OR US	2011	08	17	20110817	283	28.3	82.94
PORTLAND NWSFO OR US	2011	08	16	20110816	289	28.9	84.02
PORTLAND NWSFO OR US	2011	08	15	20110815	261	26.1	78.98
PORTLAND NWSFO OR US	2011	08	14	20110814	233	23.3	73.94
PORTLAND NWSFO OR US	2011	08	13	20110813	222	22.2	71.96
PORTLAND NWSFO OR US	2011	08	12	20110812	272	27.2	80.96
PORTLAND NWSFO OR US	2011	08	11	20110811	261	26.1	78.98
PORTLAND NWSFO OR US	2011	08	10	20110810	256	25.6	78.08
PORTLAND NWSFO OR US	2011	08	09	20110809	206	20.6	69.08
PORTLAND NWSFO OR US	2011	08	08	20110808	228	22.8	73.04
PORTLAND NWSFO OR US	2011	08	07	20110807	250	25	77
PORTLAND NWSFO OR US	2011	08	06	20110806	233	23.3	73.94
PORTLAND NWSFO OR US	2011	08	05	20110805	244	24.4	75.92
PORTLAND NWSFO OR US	2011	08	04	20110804	294	29.4	84.92
PORTLAND NWSFO OR US	2011	08	03	20110803	289	28.9	84.02
PORTLAND NWSFO OR US	2011	08	02	20110802	272	27.2	80.96
PORTLAND NWSFO OR US	2011	08	01	20110801	289	28.9	84.02
PORTLAND NWSFO OR US	2011	07	31	20110731	267	26.7	80.06
PORTLAND NWSFO OR US	2011	07	30	20110730	289	28.9	84.02
PORTLAND NWSFO OR US	2011	07	29	20110729	278	27.8	82.04
PORTLAND NWSFO OR US	2011	07	28	20110728	289	28.9	84.02
PORTLAND NWSFO OR US	2011	07	27	20110727	244	24.4	75.92
PORTLAND NWSFO OR US	2011	07	26	20110726	233	23.3	73.94
PORTLAND NWSFO OR US	2011	07	25	20110725	233	23.3	73.94
PORTLAND NWSFO OR US	2011	07	24	20110724	311	31.1	87.98
PORTLAND NWSFO OR US	2011	07	23	20110723	294	29.4	84.92
PORTLAND NWSFO OR US	2011	07	22	20110722	239	23.9	75.02
PORTLAND NWSFO OR US	2011	07	21	20110721	217	21.7	71.06
PORTLAND NWSFO OR US	2011	07	20	20110720	244	24.4	75.92
PORTLAND NWSFO OR US	2011	07	19	20110719	200	20	68
PORTLAND NWSFO OR US	2011	07	18	20110718	228	22.8	73.04
PORTLAND NWSFO OR US	2011	07	17	20110717	194	19.4	66.92
PORTLAND NWSFO OR US	2011	07	16	20110716	233	23.3	73.94
PORTLAND NWSFO OR US	2011	07	15	20110715	272	27.2	80.96
PORTLAND NWSFO OR US	2011	07	14	20110714	217	21.7	71.06
PORTLAND NWSFO OR US	2011	07	13	20110713	228	22.8	73.04
PORTLAND NWSFO OR US	2011	07	12	20110712	206	20.6	69.08
PORTLAND NWSFO OR US	2011	07	11	20110711	222	22.2	71.96
PORTLAND NWSFO OR US	2011	07	10	20110710	267	26.7	80.06
PORTLAND NWSFO OR US	2011	07	09	20110709	261	26.1	78.98
PORTLAND NWSFO OR US	2011	07	08	20110708	222	22.2	71.96
PORTLAND NWSFO OR US	2011	07	07	20110707	189	18.9	66.02
PORTLAND NWSFO OR US	2011	07	06	20110706	311	31.1	87.98
PORTLAND NWSFO OR US	2011	07	05	20110705	306	30.6	87.08
PORTLAND NWSFO OR US	2011	07	04	20110704	278	27.8	82.04
PORTLAND NWSFO OR US	2011	07	03	20110703	239	23.9	75.02
PORTLAND NWSFO OR US	2011	07	02	20110702	294	29.4	84.92
PORTLAND NWSFO OR US	2011	07	01	20110701	267	26.7	80.06
PORTLAND NWSFO OR US	2011	06	30	20110630	194	19.4	66.92
PORTLAND NWSFO OR US	2011	06	29	20110629	200	20	68
PORTLAND NWSFO OR US	2011	06	28	20110628	200	20	68
PORTLAND NWSFO OR US	2011	06	27	20110627	261	26.1	78.98
PORTLAND NWSFO OR US	2011	06	26	20110626	239	23.9	75.02
PORTLAND NWSFO OR US	2011	06	25	20110625	228	22.8	73.04
PORTLAND NWSFO OR US	2011	06	24	20110624	211	21.1	69.98
PORTLAND NWSFO OR US	2011	06	22	20110622	211	21.1	69.98
PORTLAND NWSFO OR US	2011	06	21	20110621	289	28.9	84.02
PORTLAND NWSFO OR US	2011	06	20	20110620	228	22.8	73.04
PORTLAND NWSFO OR US	2011	06	19	20110619	183	18.3	64.94
PORTLAND NWSFO OR US	2011	06	18	20110618	156	15.6	60.08
PORTLAND NWSFO OR US	2011	06	17	20110617	244	24.4	75.92
PORTLAND NWSFO OR US	2011	06	16	20110616	211	21.1	69.98
PORTLAND NWSFO OR US	2011	06	15	20110615	183	18.3	64.94
PORTLAND NWSFO OR US	2011	06	14	20110614	194	19.4	66.92
PORTLAND NWSFO OR US	2011	06	13	20110613	211	21.1	69.98
PORTLAND NWSFO OR US	2011	06	12	20110612	194	19.4	66.92
PORTLAND NWSFO OR US	2011	06	11	20110611	217	21.7	71.06
PORTLAND NWSFO OR US	2011	06	10	20110610	178	17.8	64.04
PORTLAND NWSFO OR US	2011	06	09	20110609	239	23.9	75.02
PORTLAND NWSFO OR US	2011	06	08	20110608	161	16.1	60.98
PORTLAND NWSFO OR US	2011	06	07	20110607	189	18.9	66.02
PORTLAND NWSFO OR US	2011	06	06	20110606	211	21.1	69.98
PORTLAND NWSFO OR US	2011	06	05	20110605	261	26.1	78.98
PORTLAND NWSFO OR US	2011	06	04	20110604	306	30.6	87.08
PORTLAND NWSFO OR US	2011	06	03	20110603	250	25	77
PORTLAND NWSFO OR US	2011	06	02	20110602	167	16.7	62.06
PORTLAND NWSFO OR US	2011	06	01	20110601	167	16.7	62.06
PORTLAND NWSFO OR US	2011	05	31	20110531	178	17.8	64.04
PORTLAND NWSFO OR US	2011	05	30	20110530	183	18.3	64.94
PORTLAND NWSFO OR US	2011	05	29	20110529	122	12.2	53.96
PORTLAND NWSFO OR US	2011	05	28	20110528	172	17.2	62.96
PORTLAND NWSFO OR US	2011	05	27	20110527	139	13.9	57.02
PORTLAND NWSFO OR US	2011	05	26	20110526	139	13.9	57.02
PORTLAND NWSFO OR US	2011	05	25	20110525	139	13.9	57.02
PORTLAND NWSFO OR US	2011	05	24	20110524	200	20	68
PORTLAND NWSFO OR US	2011	05	23	20110523	161	16.1	60.98
PORTLAND NWSFO OR US	2011	05	22	20110522	144	14.4	57.92
PORTLAND NWSFO OR US	2011	05	21	20110521	172	17.2	62.96
PORTLAND NWSFO OR US	2011	05	20	20110520	239	23.9	75.02
PORTLAND NWSFO OR US	2011	05	19	20110519	233	23.3	73.94
PORTLAND NWSFO OR US	2011	05	18	20110518	228	22.8	73.04
PORTLAND NWSFO OR US	2011	05	17	20110517	178	17.8	64.04
PORTLAND NWSFO OR US	2011	05	16	20110516	167	16.7	62.06
PORTLAND NWSFO OR US	2011	05	15	20110515	133	13.3	55.94
PORTLAND NWSFO OR US	2011	05	14	20110514	178	17.8	64.04
PORTLAND NWSFO OR US	2011	05	13	20110513	250	25	77
PORTLAND NWSFO OR US	2011	05	12	20110512	172	17.2	62.96
PORTLAND NWSFO OR US	2011	05	11	20110511	144	14.4	57.92
PORTLAND NWSFO OR US	2011	05	10	20110510	178	17.8	64.04
PORTLAND NWSFO OR US	2011	05	09	20110509	150	15	59
PORTLAND NWSFO OR US	2011	05	08	20110508	144	14.4	57.92
PORTLAND NWSFO OR US	2011	05	07	20110507	144	14.4	57.92
PORTLAND NWSFO OR US	2011	05	06	20110506	128	12.8	55.04
PORTLAND NWSFO OR US	2011	05	05	20110505	144	14.4	57.92
PORTLAND NWSFO OR US	2011	05	04	20110504	222	22.2	71.96
PORTLAND NWSFO OR US	2011	05	03	20110503	167	16.7	62.06
PORTLAND NWSFO OR US	2011	05	02	20110502	167	16.7	62.06
PORTLAND NWSFO OR US	2011	05	01	20110501	200	20	68
PORTLAND NWSFO OR US	2011	04	30	20110430	156	15.6	60.08
PORTLAND NWSFO OR US	2011	04	29	20110429	144	14.4	57.92
PORTLAND NWSFO OR US	2011	04	28	20110428	111	11.1	51.98
PORTLAND NWSFO OR US	2011	04	27	20110427	139	13.9	57.02
PORTLAND NWSFO OR US	2011	04	26	20110426	139	13.9	57.02
PORTLAND NWSFO OR US	2011	04	25	20110425	144	14.4	57.92
PORTLAND NWSFO OR US	2011	04	24	20110424	133	13.3	55.94
PORTLAND NWSFO OR US	2011	04	23	20110423	222	22.2	71.96
PORTLAND NWSFO OR US	2011	04	22	20110422	178	17.8	64.04
PORTLAND NWSFO OR US	2011	04	21	20110421	117	11.7	53.06
PORTLAND NWSFO OR US	2011	04	20	20110420	150	15	59
PORTLAND NWSFO OR US	2011	04	19	20110419	144	14.4	57.92
