STATION	STATION_NAME	DATE	TMAX	TMIN
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111221	56	0
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111220	61	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111219	61	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111218	67	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111217	83	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111216	100	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111215	50	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111214	50	-22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111213	56	-44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111212	78	-39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111211	50	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111210	22	-28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111209	83	-33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111208	83	-22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111207	50	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111206	22	-6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111205	61	-28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111204	78	0
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111203	33	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111202	94	0
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111201	83	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111130	106	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111129	78	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111128	83	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111127	139	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111126	117	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111125	100	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111124	89	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111123	133	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111122	150	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111121	111	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111120	72	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111119	67	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111118	72	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111117	128	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111116	122	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111115	56	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111114	106	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111113	117	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111112	94	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111111	106	0
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111110	144	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111109	139	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111108	122	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111107	111	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111106	117	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111105	89	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111104	89	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111103	111	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111102	156	-11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111101	100	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111031	139	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111030	172	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111029	161	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111028	144	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111027	144	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111026	122	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111025	150	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111024	150	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111023	167	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111022	200	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111021	172	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111020	161	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111019	167	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111018	233	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111017	183	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111016	172	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111015	167	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111014	156	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111013	133	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111012	172	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111011	183	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111010	189	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111009	150	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111008	206	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111007	150	117
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111006	139	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111005	144	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111004	194	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111003	183	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111002	172	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20111001	161	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110930	233	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110929	272	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110928	239	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110927	200	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110926	222	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110925	194	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110924	289	167
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110923	300	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110922	267	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110921	294	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110920	278	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110919	222	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110918	194	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110917	156	117
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110916	217	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110915	194	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110914	194	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110913	211	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110912	244	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110911	339	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110910	333	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110909	328	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110908	317	167
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110907	339	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110906	328	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110905	311	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110904	317	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110903	306	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110902	244	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110901	256	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110831	211	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110830	211	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110829	228	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110828	278	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110827	306	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110826	311	167
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110825	317	189
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110824	317	178
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110823	294	183
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110822	278	167
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110821	322	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110820	356	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110819	278	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110818	256	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110817	283	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110816	289	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110815	261	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110814	233	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110813	222	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110812	272	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110811	261	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110810	256	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110809	206	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110808	233	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110807	256	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110806	233	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110805	250	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110804	289	161
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110803	289	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110802	272	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110801	283	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110731	261	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110730	289	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110729	278	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110728	289	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110727	239	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110726	228	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110725	239	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110724	306	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110723	294	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110722	239	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110721	217	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110720	244	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110719	211	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110718	233	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110717	194	144
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110716	233	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110715	267	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110714	217	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110713	217	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110712	211	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110711	228	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110710	261	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110709	256	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110708	217	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110707	194	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110706	306	156
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110705	300	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110704	272	117
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110703	239	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110702	289	133
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110701	261	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110630	194	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110629	206	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110628	211	167
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110627	250	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110626	239	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110625	222	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110624	200	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110623	194	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110622	206	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110621	283	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110620	228	139
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110619	194	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110618	167	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110617	244	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110616	206	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110615	183	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110614	194	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110613	217	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110612	194	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110611	211	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110610	183	128
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110609	228	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110608	167	117
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110607	183	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110606	206	122
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110605	256	150
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110604	300	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110603	250	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110602	161	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110601	172	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110531	161	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110530	178	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110529	133	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110528	167	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110527	139	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110526	139	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110525	139	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110524	200	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110523	161	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110522	150	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110521	167	100
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110520	233	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110519	228	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110518	217	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110517	178	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110516	167	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110515	139	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110514	178	106
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110513	228	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110512	172	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110511	144	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110510	183	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110509	156	94
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110508	150	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110507	150	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110506	133	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110505	150	83
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110504	211	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110503	156	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110502	161	89
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110501	194	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110430	156	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110429	144	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110428	111	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110427	133	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110426	139	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110425	139	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110424	139	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110423	217	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110422	178	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110421	111	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110420	144	44
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110419	139	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110418	122	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110417	122	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110416	128	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110415	117	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110414	111	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110413	111	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110412	139	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110411	122	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110410	139	72
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110409	139	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110408	161	-6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110407	111	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110406	83	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110405	117	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110404	106	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110403	111	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110402	111	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110401	200	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110331	172	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110330	150	111
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110329	117	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110328	122	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110327	100	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110326	111	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110325	111	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110324	122	28
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110323	150	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110322	111	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110321	117	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110320	111	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110319	111	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110318	89	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110317	100	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110316	67	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110315	117	61
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110314	139	67
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110313	106	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110312	117	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110311	139	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110310	117	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110309	139	78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110308	144	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110307	100	-6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110306	83	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110305	122	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110304	83	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110303	100	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110302	94	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110301	61	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110228	61	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110227	78	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110226	6	-78
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110225	11	-39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110224	39	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110223	56	0
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110222	78	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110221	83	17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110220	78	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110219	100	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110218	67	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110217	89	22
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110216	72	6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110215	78	33
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110214	128	56
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110213	100	39
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110212	139	50
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110211	106	11
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110210	72	-17
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110209	72	-6
GHCND:USW00024229	PORTLAND INTERNATIONAL AIRPORT OR US	20110208	100	11
