STATION,STATION_NAME,YEAR,MONTH,DAY,DATE,TMAX,celsius,fahrenheit
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,06,20150406,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,05,20150405,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,04,20150404,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,03,20150403,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,02,20150402,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,04,01,20150401,128,12.8,55.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,31,20150331,122,12.2,53.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,30,20150330,200,20,68
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,29,20150329,200,20,68
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,28,20150328,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,27,20150327,217,21.7,71.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,26,20150326,228,22.8,73.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,25,20150325,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,24,20150324,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,23,20150323,128,12.8,55.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,22,20150322,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,21,20150321,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,20,20150320,194,19.4,66.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,19,20150319,178,17.8,64.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,18,20150318,178,17.8,64.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,17,20150317,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,16,20150316,189,18.9,66.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,15,20150315,172,17.2,62.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,14,20150314,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,13,20150313,206,20.6,69.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,12,20150312,206,20.6,69.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,11,20150311,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,10,20150310,183,18.3,64.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,09,20150309,206,20.6,69.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,08,20150308,206,20.6,69.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,07,20150307,200,20,68
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,06,20150306,183,18.3,64.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,05,20150305,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,04,20150304,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,03,20150303,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,02,20150302,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,03,01,20150301,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,28,20150228,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,27,20150227,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,26,20150226,122,12.2,53.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,25,20150225,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,24,20150224,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,23,20150223,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,22,20150222,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,21,20150221,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,20,20150220,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,19,20150219,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,18,20150218,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,17,20150217,172,17.2,62.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,16,20150216,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,15,20150215,178,17.8,64.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,14,20150214,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,13,20150213,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,12,20150212,172,17.2,62.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,11,20150211,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,10,20150210,128,12.8,55.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,09,20150209,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,08,20150208,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,07,20150207,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,06,20150206,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,05,20150205,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,04,20150204,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,03,20150203,106,10.6,51.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,02,20150202,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,02,01,20150201,67,6.7,44.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,31,20150131,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,30,20150130,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,29,20150129,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,28,20150128,128,12.8,55.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,27,20150127,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,26,20150126,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,25,20150125,106,10.6,51.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,24,20150124,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,23,20150123,78,7.8,46.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,22,20150122,78,7.8,46.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,21,20150121,94,9.4,48.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,20,20150120,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,19,20150119,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,18,20150118,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,17,20150117,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,16,20150116,122,12.2,53.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,15,20150115,67,6.7,44.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,14,20150114,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,13,20150113,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,12,20150112,94,9.4,48.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,11,20150111,72,7.2,44.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,10,20150110,56,5.6,42.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,09,20150109,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,08,20150108,72,7.2,44.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,07,20150107,106,10.6,51.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,06,20150106,83,8.3,46.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,05,20150105,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,04,20150104,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,03,20150103,50,5,41
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,02,20150102,50,5,41
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2015,01,01,20150101,39,3.9,39.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,31,20141231,28,2.8,37.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,30,20141230,17,1.7,35.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,29,20141229,61,6.1,42.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,28,20141228,83,8.3,46.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,27,20141227,78,7.8,46.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,26,20141226,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,25,20141225,94,9.4,48.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,24,20141224,83,8.3,46.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,23,20141223,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,22,20141222,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,21,20141221,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,20,20141220,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,19,20141219,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,18,20141218,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,17,20141217,83,8.3,46.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,16,20141216,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,15,20141215,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,14,20141214,106,10.6,51.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,13,20141213,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,12,20141212,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,11,20141211,178,17.8,64.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,10,20141210,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,09,20141209,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,08,20141208,100,10,50
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,07,20141207,111,11.1,51.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,06,20141206,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,05,20141205,78,7.8,46.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,04,20141204,50,5,41
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,03,20141203,89,8.9,48.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,02,20141202,50,5,41
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,12,01,20141201,28,2.8,37.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,30,20141130,39,3.9,39.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,29,20141129,67,6.7,44.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,28,20141128,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,27,20141127,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,26,20141126,167,16.7,62.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,25,20141125,172,17.2,62.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,24,20141124,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,23,20141123,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,22,20141122,117,11.7,53.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,21,20141121,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,20,20141120,72,7.2,44.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,19,20141119,78,7.8,46.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,18,20141118,61,6.1,42.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,17,20141117,72,7.2,44.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,16,20141116,67,6.7,44.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,15,20141115,67,6.7,44.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,14,20141114,72,7.2,44.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,13,20141113,33,3.3,37.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,12,20141112,50,5,41
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,11,20141111,83,8.3,46.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,10,20141110,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,09,20141109,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,08,20141108,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,07,20141107,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,06,20141106,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,05,20141105,167,16.7,62.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,04,20141104,167,16.7,62.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,03,20141103,139,13.9,57.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,02,20141102,122,12.2,53.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,11,01,20141101,122,12.2,53.96
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,31,20141031,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,30,20141030,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,29,20141029,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,28,20141028,144,14.4,57.92
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,27,20141027,161,16.1,60.98
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,26,20141026,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,25,20141025,189,18.9,66.02
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,24,20141024,133,13.3,55.94
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,23,20141023,150,15,59
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,22,20141022,156,15.6,60.08
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,21,20141021,167,16.7,62.06
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,20,20141020,178,17.8,64.04
GHCND:USW00024229,PORTLAND INTERNATIONAL AIRPORT OR US,2014,10,19,20141019,239,23.9,75.02
