RAILROAD,INCDTNO,HAZMAT,RRCLASS,SHORT_CAUSE,TYPE,ACCDMG
UP,0608KC031,,1,M,1,587601.0
CSX,000053024,,1,T,1,279000.0
CSX,000053072,Yes,1,T,1,17914.0
CSX,000053133,,1,T,1,474374.0
CSX,000053235,,1,T,1,69552.0
CSX,000053272,,1,T,1,36120.0
CSX,000053292,,1,T,1,10259.0
CSX,000053629,,1,T,1,15250.0
CSX,000053685,,1,H,1,17843.0
CSX,000053206,,1,T,1,15920.0
CSX,000053210,,1,E,1,48600.0
CSX,000053230,,1,H,12,11364.0
CSX,000053230,,1,H,12,11364.0
UP,0608DV001,,1,H,1,82725.0
UP,0608CB020,,1,M,1,205000.0
UP,0608LK021,Yes,1,T,1,27623.0
UP,0608LK045,,1,H,4,24670.0
UP,0608NP015,,1,M,7,23249.0
UP,0608PD001,,1,T,1,8537.0
UP,0608PD006,,1,T,1,14135.0
UP,0408CB001,,1,H,1,30605.0
UP,0408CB009,,1,T,1,21079.0
UP,0408DV004,,1,H,1,17604.0
UP,0608LK045,,1,H,4,24670.0
UP,0608LV001,,1,E,1,14706.0
UP,0608LV013,,1,S,1,18679.0
UP,0108NP009,,1,T,1,652008.0
UP,0108NP011,,1,E,1,31021.0
UP,0108NP019,,1,H,12,99717.0
UP,0108NP019,,1,H,12,99717.0
UP,0608LV022,,1,H,4,365666.0
UP,0608LV022,,1,H,4,365666.0
UP,0208PR002,,1,H,12,0.0
UP,0208RS029,,1,T,1,310669.0
UP,0208SA015,,1,E,1,18491.0
UP,0208SL002,,1,H,12,146087.0
UP,0208SL004,,1,M,7,19114.0
UP,0208SL014,,1,E,1,24905.0
UP,0208SL017,,1,T,1,25917.0
UP,0208TC006,,1,H,4,240925.0
BNSF,SW0508100,Yes,1,H,1,14150.0
UP,0508PC007,,1,T,1,195133.0
UP,0508PR009,,1,H,1,58834.0
NS,035446,,1,E,1,11279.0
CSX,000042703,Yes,1,T,1,43739.0
UP,0108NP021,,1,T,1,571784.0
UP,0108NP024,,1,H,1,17731.0
UP,0208LA031,,1,M,7,32827.0
UP,0408NP019,,1,S,12,9119.0
UP,0108NP027,,1,H,12,32227.0
UP,0108NP027,,1,H,12,32227.0
UP,0108PC004,,1,H,1,36890.0
UP,0108PC011,,1,H,1,34897.0
BNSF,SW0708100,,1,E,1,28700.0
UP,0108PC018,,1,E,1,378594.0
UP,0108PD015,,1,M,1,10765.0
UP,0108PD017,,1,T,1,69929.0
UP,0108PR001,Yes,1,E,1,80086.0
BNSF,TX0708105,,1,H,1,25915.0
CP,209559,,1,M,7,18582.0
UP,0408PD011,,1,M,12,8783.0
UP,0408SA019,,1,M,7,40000.0
UP,0508KC014,,1,T,1,291688.0
UP,0508LA013,,1,M,1,167343.0
UP,0508LK010,,1,H,4,18640.0
CP,209560,,1,E,1,100625.0
UP,0108PR004,Yes,1,M,1,993750.0
CSX,000051078,,1,E,5,16927.0
UP,0108RS023,,1,M,7,11100.0
UP,0108SA004,,1,H,1,25967.0
UP,0108SA016,,1,M,1,71054.0
UP,0108SL001,,1,H,1,10794.0
CSX,000045139,,1,T,4,45406.0
BNSF,SW0208100,,1,E,1,88650.0
UP,0108LK027,,1,S,1,24951.0
NS,033384,,1,H,1,32500.0
NS,033421,,1,H,3,12249.0
NS,033545,,1,E,1,34700.0
UP,0108PR015,,1,S,1,16990.0
UP,0108PR021,,1,T,1,70707.0
UP,0108PR026,,1,H,1,8944.0
UP,0108RS016,,1,M,7,22052.0
BNSF,NW0608100,,1,T,1,8537.0
BNSF,NW0608114,,1,T,1,112227.0
BNSF,SW0308109,,1,T,1,2289363.0
BNSF,SW0208107,,1,H,1,63200.0
BNSF,SW0208108,,1,E,1,13335.0
BNSF,MT0508100,,1,E,1,12030.0
BNSF,MT0508102,,1,M,13,351000.0
CSX,000041572,,1,H,12,1822122.0
BNSF,CO0708111,,1,H,1,52981.0
BNSF,CO0708112,,1,H,5,13100.0
BNSF,CO0708112,,1,H,5,13100.0
NS,033376,,1,T,1,19910.0
NS,033377,,1,M,1,9538.0
NS,033387,,1,H,1,196015.0
CSX,000048581,,1,M,7,15583.0
CSX,000041572,Yes,1,H,12,1822122.0
UP,0108RS019,,1,H,1,11008.0
BNSF,CA0508119,,1,M,1,42275.0
BNSF,CA0508121,,1,H,1,39906.0
BNSF,CO0808101,,1,M,1,1442502.0
BNSF,CO0808109,Yes,1,E,1,22166.0
BNSF,CO0808111,,1,H,1,35000.0
NS,033593,,1,H,1,25500.0
NS,033599,,1,T,1,13160.0
NS,033601,,1,H,12,9250.0
BNSF,MT0608109,Yes,1,M,1,46215.0
BNSF,MT0808100,,1,M,1,55273.0
BNSF,MT0708100,,1,M,1,1331037.0
BNSF,MT0708102,,1,T,1,793803.0
BNSF,SW0908105,,1,E,1,23870.0
BNSF,SW0908106,,1,H,12,11000.0
BNSF,TX0208111,,1,M,9,10498.0
UP,0208SA024,Yes,1,T,1,721047.0
BNSF,SW0308100,,1,H,1,11530.0
BNSF,SW0308102,,1,H,1,55870.0
BNSF,SW0308108,Yes,1,T,1,93015.0
UP,0108RS021,,1,T,1,11235.0
BNSF,TX0808101,Yes,1,E,1,123755.0
BNSF,TX0808107,Yes,1,E,1,25500.0
BNSF,SW0808115,,1,H,12,12431.0
BNSF,SW0808117,,1,T,1,85334.0
BNSF,SW0808115,,1,H,12,12431.0
BNSF,SW0908101,,1,H,4,474080.0
BNSF,SW0308109,Yes,1,T,1,2289363.0
BNSF,TC0108114,,1,H,1,23104.0
BNSF,TC0108119,,1,M,1,40000.0
BNSF,TC0108130,,1,E,1,1159693.0
BNSF,MT1008101,Yes,1,H,4,85710.0
CSX,000052415,,1,S,5,15404.0
BNSF,MT0208105,,1,H,12,15500.0
BNSF,MT0208105,,1,H,12,15500.0
BNSF,MT0208109,,1,E,13,10000.0
BNSF,SW0908106,,1,H,12,11000.0
BNSF,SW0908107,,1,H,1,20458.0
BNSF,SW0908200,,1,M,7,10000.0
CSX,000052415,,1,S,5,15404.0
BNSF,MT1108200,,1,M,7,28500.0
BNSF,SW0408100,Yes,1,T,1,211538.0
BNSF,SW0408101,Yes,1,T,1,21724.0
BNSF,TX0208200,,1,M,7,163500.0
BNSF,NE0908100,,1,T,1,17078.0
BNSF,MT1208109,,1,E,1,1448800.0
BNSF,MT1208112,,1,E,13,201600.0
BNSF,SF0608100,,1,H,12,642113.0
CSX,000046932,,1,T,1,68018.0
UP,0208NP025,,1,M,12,10872.0
UP,0208NP027,,1,H,12,182084.0
CSX,000046945,,1,T,1,15565.0
UP,0208DV003,,1,H,1,40596.0
UP,0208DV003,,1,H,1,40596.0
BNSF,TX0808100,Yes,1,T,1,23489.0
BNSF,MT1208103,,1,H,12,51500.0
BNSF,MT1208103,,1,H,12,51500.0
BNSF,MT1208107,,1,E,1,476964.0
BNSF,MT1208101,,1,T,1,1677972.0
BNSF,NW0708101,,1,E,1,593379.0
BNSF,NW0708108,,1,T,1,403441.0
CSX,000046999,,1,M,7,27972.0
CSX,000047000,,1,T,1,12919.0
CSX,000047031,,1,H,1,37284.0
CSX,000047533,,1,M,1,60271.0
UP,0308TS005,,1,M,1,35975.0
NS,033756,,1,H,5,63700.0
NS,033827,,1,T,1,17400.0
BNSF,CO0908108,,1,T,1,70362.0
BNSF,CO1008204,,1,M,7,40272.0
BNSF,CO0808112,,1,M,1,9292.0
NS,033601,,1,H,12,9250.0
NS,033606,,1,H,12,8800.0
NS,033608,,1,S,1,9500.0
BNSF,NE0608100,,1,H,13,21000.0
BNSF,NE0608103,,1,T,1,74012.0
BNSF,NE0608105,,1,H,3,274428.0
UP,0208LK003,,1,M,1,197896.0
BNSF,SW0908101,Yes,1,H,4,474080.0
BNSF,CA0508123,Yes,1,H,1,298246.0
BNSF,CA0508202,,1,M,7,377436.0
BNSF,CA1208100,,1,H,10,39429.0
BNSF,NE0608114,,1,H,1,10658.0
CSX,000042948,,1,E,12,11845.0
CSX,000042948,,1,E,12,11845.0
CSX,000050814,,1,H,4,59033.0
BNSF,CA0708113,,1,H,1,41936.0
BNSF,CA0708116,,1,T,1,9004.0
BNSF,CA0708201,,1,M,7,51256.0
CSX,000049280,,1,E,1,19500.0
UP,0408RS003,,1,H,12,18392.0
UP,0408RS031,,1,E,1,224000.0
CSX,000049358,,1,H,1,25500.0
CSX,000049367,,1,H,1,9357.0
CSX,000049436,,1,M,1,63800.0
UP,0108SL002,,1,T,1,11683.0
UP,0108TC005,,1,E,1,343715.0
BNSF,CO1008101,Yes,1,T,1,123649.0
NS,033756,,1,H,5,63700.0
NS,033757,,1,H,1,29090.0
NS,033764,,1,E,1,208826.0
BNSF,KS1108100,,1,H,4,31623.0
BNSF,KS1108100,,1,H,4,31623.0
BNSF,KS1108102,,1,T,1,90527.0
BNSF,NE0608117,,1,T,1,217126.0
BNSF,NE0608118,,1,T,1,133000.0
BNSF,NW0708109,,1,H,1,19700.0
BNSF,NW0708116,,1,H,1,163980.0
BNSF,SW0408108,,1,T,1,25223.0
BNSF,TC0308113,,1,S,1,64510.0
BNSF,TC0308120,,1,M,1,361350.0
BNSF,TX0408103,,1,H,4,27874.0
BNSF,TX0808108,,1,E,1,450630.0
BNSF,TX0808109,,1,H,1,283854.0
CSX,000049436,,1,M,1,63800.0
CSX,000049440,,1,H,4,11750.0
CSX,000049456,,1,H,4,52362.0
CSX,000049575,,1,H,1,19150.0
CSX,000049623,,1,T,1,160850.0
CSX,000049631,,1,M,1,10500.0
BNSF,NE0608120,,1,T,1,72363.0
BNSF,NE0608121,,1,T,1,9300.0
BNSF,NE0208100,,1,E,1,94957.0
UP,0208TC018,Yes,1,H,12,11755.0
BNSF,NE0208103,,1,E,1,13600.0
BNSF,NE0208104,Yes,1,H,1,91126.0
BNSF,NE0208200,,1,M,7,10899.0
CSX,000041983,,1,H,4,24368.0
BNSF,CH0208116,,1,M,1,15395.0
BNSF,KS1208101,,1,M,1,47619.0
BNSF,NE0308105,,1,H,1,42620.0
BNSF,NE0308106,,1,T,1,29560.0
BNSF,NE0308108,,1,H,1,14245.0
BNSF,NE0308111,,1,H,1,36168.0
BNSF,NE0308111,,1,H,1,36168.0
UP,0408DV013,,1,T,1,12071.0
BNSF,NE0708106,,1,T,1,52813.0
BNSF,TX0808109,,1,H,1,283854.0
BNSF,TX0808111,,1,M,1,22500.0
BNSF,TX0808112,,1,H,1,26150.0
BNSF,SF1108128,,1,T,1,16948.0
BNSF,NE0708113,,1,T,1,15100.0
BNSF,NE0708115,,1,M,1,353816.0
BNSF,NE0708116,,1,T,1,98040.0
BNSF,NE0708200,,1,M,7,12500.0
BNSF,TC0208100,Yes,1,T,1,57421.0
BNSF,TC0208132,,1,H,12,24297.0
BNSF,PR1208102,,1,M,1,200800.0
BNSF,PR1208105,,1,H,1,13960.0
BNSF,TC0208200,,1,M,7,20449.0
UP,0308CB003,,1,H,12,20651.0
BNSF,KS1108114,,1,H,1,9500.0
BNSF,KS1108118,,1,H,1,88504.0
BNSF,KS1108200,,1,M,7,24777.0
BNSF,NE0808101,Yes,1,E,1,425999.0
CSX,000049440,,1,H,4,11750.0
BNSF,NW0708116,,1,H,1,163980.0
BNSF,NW0708116,,1,H,1,163980.0
BNSF,NW0708117,,1,M,1,258812.0
BNSF,SF0708108,Yes,1,M,1,31499.0
BNSF,SF0708109,,1,H,1,170000.0
BNSF,SF0708110,,1,H,1,15900.0
CSX,000049456,,1,H,4,52362.0
CSX,000053775,,1,T,1,22939.0
CSX,000053781,,1,T,1,72498.0
BNSF,TX0408103,,1,H,4,27874.0
BNSF,TX0408108,,1,E,1,50380.0
BNSF,NE0508126,,1,M,12,307803.0
BNSF,CO1008103,,1,H,3,225659.0
UP,0208TC018,,1,H,12,11755.0
UP,0208UT005,,1,S,1,14885.0
UP,0108UT002,,1,H,1,26368.0
BNSF,NE0508126,,1,M,12,307803.0
NS,033780,,1,M,1,23500.0
NS,033781,,1,H,1,11670.0
NS,033792,,1,H,1,24000.0
BNSF,NE0908124,,1,H,1,19109.0
CSX,000043721,,1,E,1,36599.0
UP,0108UT014,,1,M,1,9943.0
UP,0208UT007,,1,M,9,11503.0
UP,0308CB003,,1,H,12,20651.0
BNSF,GC0308108,Yes,1,H,1,22351.0
BNSF,GC0308109,,1,T,1,40315.0
BNSF,GC0308110,Yes,1,H,1,133200.0
NS,033820,,1,H,12,12000.0
NS,033826,,1,H,1,19519.0
BNSF,NE0908124,,1,H,1,19109.0
NS,034561,,1,T,1,12200.0
UP,0408DV021,,1,E,1,82532.0
BNSF,SW1008104,,1,E,1,32678.0
BNSF,SW1008107,,1,T,1,32050.0
CSX,000050952,,1,T,1,98643.0
BNSF,TC0708103,,1,H,1,23231.0
BNSF,TX0808113,Yes,1,T,1,852915.0
BNSF,TX0808115,,1,T,1,46300.0
BNSF,TC0708121,,1,T,1,33414.0
BNSF,NE1008100,,1,H,1,39605.0
BNSF,NE1008112,,1,T,1,68128.0
BNSF,NE1008112,,1,T,1,68128.0
BNSF,TC0308125,,1,T,1,943428.0
BNSF,TC0308125,,1,T,1,943428.0
CSX,000053919,,1,H,1,20880.0
UP,0608PD019,,1,H,12,16000.0
BNSF,TC0308129,,1,H,13,9000.0
BNSF,NW0308100,Yes,1,S,1,157870.0
BNSF,NW0308100,,1,S,1,157870.0
BNSF,NW0308116,,1,T,1,181815.0
BNSF,NW0308120,,1,M,1,37394.0
UP,0708CB003,,1,T,1,17305.0
UP,0708KC001,,1,H,12,21980.0
BNSF,TC0308131,,1,E,1,59255.0
BNSF,TC0308204,,1,M,7,9000.0
UP,0808EP003,Yes,1,T,1,78633.0
UP,0808FW002,,1,M,12,9483.0
UP,0208PC006,,1,T,1,10289.0
BNSF,NW0108123,,1,E,1,282802.0
BNSF,NW0108201,,1,M,7,9701.0
BNSF,TC0808114,,1,H,1,36123.0
BNSF,TC0808125,,1,T,1,19430.0
BNSF,TC0708101,Yes,1,H,12,14414.0
BNSF,NW0408110,,1,T,1,10000.0
BNSF,NW0408112,,1,E,1,432988.0
BNSF,NW0408115,,1,T,1,422926.0
UP,0908LK039,,1,M,7,20057.0
BNSF,NW0408118,,1,T,1,13800.0
BNSF,NW0408119,Yes,1,M,1,54175.0
BNSF,CA0108113,,1,E,1,15535.0
BNSF,CA0108119,,1,T,1,11000.0
BNSF,CA0108200,,1,M,7,13750.0
NS,034620,,1,H,4,17600.0
UP,0908LK040,,1,T,1,11616.0
UP,0908LK042,,1,E,1,33317.0
BNSF,CA0408104,,1,M,1,117253.0
BNSF,CA0408108,,1,T,1,836884.0
BNSF,TC0808105,,1,H,4,16909.0
BNSF,TC0808106,,1,T,1,142860.0
BNSF,CA0408112,,1,H,1,24857.0
BNSF,CA0408112,,1,H,1,24857.0
BNSF,CA1108108,,1,H,2,71300.0
BNSF,CA1108114,,1,H,1,10600.0
NS,034847,,1,T,10,11901.0
BNSF,CO0608101,,1,M,1,1094764.0
BNSF,NE0608105,,1,H,3,274428.0
BNSF,NE0608106,,1,E,1,10883.0
BNSF,NE0608107,Yes,1,T,1,9213.0
BNSF,NE0608111,,1,T,1,14300.0
BNSF,MT0408103,,1,H,12,19950.0
BNSF,CO0608104,,1,H,12,16706.0
BNSF,TC0808104,,1,E,1,197500.0
BNSF,NW0908114,,1,H,12,21902.0
BNSF,NW0908114,Yes,1,H,12,21902.0
BNSF,NW0908120,,1,E,1,39096.0
BNSF,NW0908203,,1,M,7,20000.0
BNSF,TX0108103,,1,H,12,95137.0
BNSF,TX0108103,,1,H,12,95137.0
BNSF,TX0108106,,1,T,1,109592.0
BNSF,TX0108106,Yes,1,T,1,109592.0
CSX,000053208,,1,H,12,13123.0
BNSF,NW0208100,,1,E,1,2200200.0
BNSF,NW0208103,,1,H,4,80968.0
BNSF,NW0208103,Yes,1,H,4,80968.0
BNSF,TC0908112,,1,M,1,15700.0
BNSF,NW0808115,,1,H,1,8700.0
BNSF,NW0208101,,1,T,1,162223.0
UP,0108WH005,,1,E,13,44553.0
UP,0108WH006,Yes,1,T,1,283184.0
UP,0108UT017,,1,M,1,18000.0
UP,0108UT027,,1,H,12,17983.0
UP,0108UT027,Yes,1,H,12,17983.0
CSX,000043844,,1,M,1,53250.0
BNSF,TX0508116,,1,H,12,44444.0
BNSF,NW0208105,,1,H,1,285334.0
BNSF,NW0208113,,1,H,1,23468.0
BNSF,NW0208113,Yes,1,H,1,23468.0
BNSF,NW0208118,,1,T,1,36925.0
BNSF,NW0908106,,1,H,12,29300.0
BNSF,NW0908106,,1,H,12,29300.0
BNSF,NW0208119,Yes,1,H,1,19300.0
BNSF,NW0208200,,1,M,7,20400.0
BNSF,TC0908117,,1,H,1,39240.0
UP,0108WH011,,1,H,1,127425.0
BNSF,NW0808124,,1,H,1,15200.0
BNSF,NW0808128,,1,H,1,31250.0
BNSF,NW0408100,,1,H,1,24000.0
UP,0108WH015,,1,M,7,280949.0
UP,0108WH019,Yes,1,T,1,67141.0
UP,0208UT022,,1,H,1,296751.0
UP,0208UT024,,1,M,1,17455.0
BNSF,PR0208101,,1,M,1,68055.0
BNSF,PR0208105,,1,T,1,183050.0
BNSF,PR0208108,,1,E,1,441585.0
UP,0208UT016,Yes,1,M,1,16114.0
UP,0208UT016,,1,M,1,16114.0
UP,0308CB010,,1,T,1,113134.0
UP,0308CB012,,1,T,1,173721.0
BNSF,TC0908118,Yes,1,T,1,292337.0
BNSF,TC0608100,,1,T,1,315187.0
BNSF,TC0608105,,1,H,1,13400.0
BNSF,TC0608106,,1,T,1,109420.0
BNSF,NW1108123,Yes,1,H,1,10500.0
BNSF,NW1108124,Yes,1,T,12,18733.0
UP,0408FW004,,1,T,13,36596.0
UP,0408FW026,,1,E,1,29300.0
UP,0408HO011,,1,T,1,11550.0
BNSF,TC0608108,Yes,1,H,12,119704.0
BNSF,TC0608109,,1,H,12,97967.0
BNSF,NW1108116,,1,E,1,12969.0
BNSF,NW1108122,,1,T,1,14800.0
BNSF,PR0308103,,1,H,1,17035.0
BNSF,TC0608109,,1,H,12,97967.0
BNSF,TC0608112,,1,T,1,45750.0
BNSF,TC0608119,Yes,1,M,1,109782.0
BNSF,PR0108103,,1,M,1,54284.0
BNSF,PR0108106,,1,T,1,652008.0
BNSF,PR0108108,,1,E,1,460567.0
BNSF,PR0108108,,1,E,1,460567.0
BNSF,PR0108110,,1,T,1,550692.0
BNSF,PR0108116,,1,M,1,10500.0
BNSF,TC0708102,,1,H,12,14000.0
BNSF,TC0708102,,1,H,12,14000.0
UP,0208WH005,,1,H,4,21081.0
UP,0308CB021,,1,T,1,131738.0
UP,0808HO006,,1,T,1,19586.0
UP,0808HO024,,1,T,1,35260.0
UP,1008SL009,,1,T,1,552694.0
BNSF,PR0508100,,1,E,1,61321.0
BNSF,PR0508103,,1,E,1,31668.0
BNSF,PR0508108,,1,H,13,96000.0
CSX,000043846,Yes,1,T,1,10338.0
UP,0208WH006,,1,E,1,49435.0
UP,0208WH008,,1,M,1,25670.0
UP,0208WH011,,1,T,1,58000.0
CSX,000044815,,1,M,9,50000.0
BNSF,PR0708106,,1,E,1,11700.0
BNSF,TC1008102,,1,M,1,14400.0
BNSF,TC1008105,,1,M,1,9901.0
BNSF,TC1008106,,1,M,1,10200.0
UP,0808HO010,,1,T,1,11136.0
BNSF,SF0108124,Yes,1,H,1,9310.0
UP,0808KC031,,1,M,1,8708.0
CN,590712,Yes,1,H,1,16136.0
CN,603011,,1,H,1,57480.0
UP,0308CB022,,1,T,1,25452.0
UP,0308DV022,,1,E,1,79147.0
BNSF,TC1008201,,1,M,7,18000.0
BNSF,TC1008115,,1,H,12,11500.0
BNSF,TC1008115,,1,H,12,11500.0
BNSF,TC1008121,,1,T,1,21708.0
BNSF,TC1008124,,1,T,1,22500.0
BNSF,TC0108117,Yes,1,H,12,22233.0
BNSF,KS1108113,Yes,1,M,13,15538.0
BNSF,TC1108103,,1,M,1,64500.0
BNSF,TC0108117,,1,H,12,22233.0
UP,0308DV025,,1,M,9,101395.0
BNSF,CA0108100,,1,H,12,20729.0
BNSF,CA0108100,,1,H,12,20729.0
BNSF,CA0108201,,1,M,7,13525.0
UP,0408HO014,,1,H,12,18848.0
UP,0408HO014,,1,H,12,18848.0
UP,0808HO019,,1,T,1,18610.0
BNSF,TC1108105,,1,T,1,89000.0
BNSF,TC1108106,,1,T,1,420343.0
BNSF,TC1108120,,1,T,1,165605.0
BNSF,TC1108122,,1,H,1,11600.0
UP,0808KC028,,1,H,1,35000.0
BNSF,CA0208120,,1,M,1,310669.0
BNSF,CO0808103,,1,T,1,19899.0
UP,0708LA035,,1,S,1,21126.0
UP,0708LK005,Yes,1,T,1,65335.0
CSX,000043975,,1,M,12,62843.0
CP,209047,,1,T,1,36469.0
CP,209549,,1,H,4,1539834.0
UP,0308FW012,,1,S,12,8916.0
UP,0308FW012,Yes,1,S,12,8916.0
UP,0308FW015,,1,H,12,10260.0
UP,0308FW015,,1,H,12,10260.0
UP,0408HO017,,1,M,13,16315.0
UP,0408HO021,,1,T,1,33165.0
UP,0408HO026,,1,M,12,16256.0
UP,0408HO026,,1,M,12,16256.0
UP,0408HO030,,1,M,7,106736.0
CSX,000050952,,1,T,1,98643.0
CSX,000051052,Yes,1,E,1,331294.0
CSX,000051082,,1,T,1,12689.0
CP,206522,,1,H,9,18000.0
CSX,000043064,,1,M,1,43438.0
NS,034358,,1,H,13,9893.0
NS,034439,,1,H,1,10000.0
CP,208911,,1,M,12,61215.0
UP,0308FW020,,1,M,7,322809.0
UP,0408HO032,Yes,1,M,1,30210.0
UP,0408KC009,,1,T,1,22500.0
BNSF,CA0408101,,1,H,1,23895.0
BNSF,CA0408102,,1,H,1,62000.0
BNSF,CA0408103,,1,T,1,82000.0
BNSF,TX0308103,Yes,1,T,1,12427.0
UP,0708KC001,,1,H,12,21980.0
BNSF,CA0508100,,1,M,1,15349.0
BNSF,CA0508114,Yes,1,T,1,14553.0
BNSF,CA0508119,,1,M,1,42275.0
BNSF,TX0408109,,1,H,12,92000.0
BNSF,TX0408109,,1,H,12,92000.0
BNSF,TX0408111,,1,H,1,32000.0
BNSF,TX0408117,,1,T,1,12900.0
BNSF,TX0408200,,1,M,7,11400.0
UP,0308HO005,,1,M,1,70864.0
UP,0308HO033,,1,M,12,11068.0
UP,0308HO045,,1,E,12,49819.0
UP,0308HO045,,1,E,12,49819.0
UP,0308KC002,,1,T,1,32392.0
UP,0408KC024,,1,E,6,90000.0
UP,0408LA002,,1,T,1,308797.0
UP,0408LA007,,1,H,1,82000.0
CSX,000052657,,1,H,1,50600.0
CSX,000051736,,1,T,1,30442.0
CSX,000051822,,1,E,1,9170.0
CSX,000051828,,1,T,1,52623.0
CSX,000052132,,1,H,1,31498.0
CSX,000051957,,1,T,1,151352.0
CSX,000052683,,1,T,1,922466.0
CSX,000052687,,1,T,1,19596.0
CSX,000052191,,1,H,4,10100.0
CSX,000052253,,1,E,1,23004.0
CSX,000052703,,1,T,1,12461.0
CSX,000054077,,1,H,2,11693.0
CSX,000054171,,1,H,4,12200.0
CSX,000054171,,1,H,4,12200.0
UP,0308KC004,,1,H,1,85321.0
UP,0408LA018,,1,T,1,40625.0
UP,0408LK015,,1,E,13,64697.0
BNSF,TC1208125,,1,E,1,62500.0
BNSF,TC1208115,,1,T,1,506348.0
BNSF,TC1208119,,1,E,1,11430.0
BNSF,TC1208126,,1,T,1,249137.0
BNSF,TC1208105,Yes,1,T,1,2032486.0
BNSF,TC1208129,,1,H,12,42037.0
BNSF,TC1208135,,1,H,12,79958.0
BNSF,TC1208135,,1,H,12,79958.0
UP,0708KC007,,1,M,12,20434.0
CSX,000054024,,1,H,3,48764.0
CSX,000054024,,1,H,3,48764.0
CSX,000054077,,1,H,2,11693.0
BNSF,PR0808100,,1,H,12,95377.0
BNSF,PR0808103,,1,E,1,343974.0
BNSF,PR0808103,,1,E,1,343974.0
UP,0608RS031,,1,H,1,123776.0
UP,0608SA004,,1,T,1,1925728.0
UP,0608SL001,,1,M,7,14200.0
UP,0608PR006,,1,T,1,9008.0
UP,0608PR024,,1,T,1,21538.0
UP,0608PR024,,1,T,1,21538.0
UP,0608RS003,,1,T,1,9395.0
UP,0608SL020,,1,T,1,8834.0
UP,0608SL022,,1,T,1,45726.0
UP,0608TC001,,1,E,1,32259.0
UP,0508DV017,,1,T,1,208701.0
CSX,000051113,,1,M,9,10000.0
CSX,000051772,,1,H,4,83703.0
CSX,000051772,,1,H,4,83703.0
UP,0708KC007,,1,M,12,20434.0
BNSF,CA0708106,,1,M,1,42337.0
BNSF,CA0708109,,1,H,1,41135.0
BNSF,CA0708113,,1,H,1,41936.0
BNSF,CA1108117,,1,H,5,85350.0
CSX,000052719,,1,H,5,166279.0
CSX,000052743,,1,H,1,19443.0
UP,0508CB003,,1,T,1,13756.0
UP,0508DV002,,1,E,1,89872.0
UP,0508LK053,,1,T,1,10823.0
UP,0508LV011,,1,M,12,8636.0
UP,0508LV011,,1,M,12,8636.0
UP,0508LV025,,1,M,1,123749.0
UP,0508NP002,,1,E,1,215873.0
UP,0508NP019,,1,H,13,96000.0
UP,0508FW015,,1,H,1,80294.0
CSX,000050678,,1,S,12,29809.0
CSX,000050681,,1,M,1,10274.0
CSX,000049174,Yes,1,H,1,33895.0
UP,0408RS003,,1,H,12,18392.0
BNSF,TX0508104,,1,H,1,85983.0
BNSF,TX0508105,Yes,1,M,1,34300.0
BNSF,TX0508115,Yes,1,H,1,296302.0
BNSF,GC0308106,Yes,1,H,12,28548.0
BNSF,CA1008113,Yes,1,T,1,85780.0
UP,0408LK017,,1,T,1,13316.0
UP,0408LK027,,1,T,1,13889.0
UP,0408LV004,,1,E,1,21901.0
BNSF,CA1008115,,1,H,1,13414.0
BNSF,TX0508201,,1,M,7,8501.0
BNSF,PR1108101,,1,H,3,20000.0
BNSF,PR1108102,,1,H,13,46000.0
UP,0508DV015,,1,E,1,12472.0
UP,0408LV012,,1,H,1,12575.0
UP,0508DV003,,1,M,1,500558.0
UP,0408UT004,,1,H,13,25850.0
UP,0408NP004,,1,T,1,28810.0
UP,0408NP006,,1,M,1,19138.0
UP,0408NP006,,1,M,1,19138.0
UP,0408NP007,,1,H,1,16638.0
UP,0408NP010,,1,H,13,15747.0
UP,0408NP019,,1,S,12,9119.0
UP,0408NP024,,1,E,1,70087.0
UP,0408NP031,,1,E,1,807351.0
UP,0408PC002,,1,H,4,173136.0
UP,0508HO049,,1,M,9,24214.0
UP,0508HO051,,1,M,7,100200.0
UP,0508HO058,,1,T,1,15912.0
UP,0508FW017,,1,E,12,117201.0
UP,0508FW017,,1,E,12,117201.0
UP,0508FW019,,1,H,1,11182.0
UP,0308LA003,,1,M,7,62506.0
UP,0308LA006,Yes,1,E,1,1433798.0
UP,0508HO015,,1,E,1,9773.0
UP,0508HO024,,1,T,1,35346.0
UP,0508HO028,,1,M,7,22500.0
BNSF,CO1108101,,1,H,12,43601.0
BNSF,CA0808201,,1,M,7,53000.0
CSX,000048103,Yes,1,S,4,304646.0
UP,0408PC002,,1,H,4,173136.0
CSX,000048103,,1,S,4,304646.0
UP,0308PC005,,1,H,12,30543.0
UP,0308PC008,,1,T,1,27182.0
UP,0308PC016,,1,H,1,31501.0
UP,0308NP012,,1,M,7,29100.0
UP,0308NP014,,1,S,12,12431.0
UP,0308NP014,,1,S,12,12431.0
UP,0308LK062,,1,T,1,11698.0
UP,0308LK067,,1,T,1,40315.0
UP,0308LV015,,1,S,1,9099.0
UP,0308NP002,,1,T,1,2036743.0
UP,0308NP017,,1,H,12,142147.0
UP,0308NP017,,1,H,12,142147.0
UP,0308NP019,,1,T,13,38491.0
UP,0308NP025,,1,H,1,58701.0
UP,0308PC005,,1,H,12,30543.0
UP,0408PC003,,1,H,1,98054.0
