RAILROAD,INCDTNO,HAZMAT,RRCLASS,SHORT_CAUSE,TYPE,ACCDMG
CP,212490,,1,H,4,200931.0
CP,2009157,,1,T,1,124908.0
CP,212490,,1,H,4,200931.0
BNSF,SF0609101,,1,E,1,10896.0
BNSF,CH0809100,,1,T,1,23077.0
CSX,000068415,,1,T,1,20348.0
UP,0609HO010,Yes,1,H,1,51402.0
UP,0609HO023,,1,T,1,87417.0
UP,0509LA012,,1,M,1,30079.0
UP,0509PR031,,1,H,12,9276.0
UP,0509PR031,,1,H,12,9276.0
NS,036574,,1,H,13,34000.0
NS,036580,,1,M,7,12000.0
UP,0609HO027,,1,T,1,10581.0
NS,035824,,1,T,1,9100.0
BNSF,MT0309105,,1,E,1,1438413.0
CSX,000057605,,1,T,1,88440.0
CSX,000055943,Yes,1,T,1,1493938.0
CSX,000055955,,1,M,7,32783.0
CN,634317,,1,T,1,28717.0
BNSF,KS0609106,,1,T,1,10961.0
NS,035878,,1,T,1,24102.0
NS,035894,,1,M,1,11500.0
UP,0509RS018,,1,M,7,9500.0
UP,0609FW011,Yes,1,E,9,12054.0
BNSF,CA0509200,,1,M,7,10500.0
BNSF,GC0209112,Yes,1,H,1,21318.0
BNSF,CA0809107,Yes,1,H,1,135481.0
NS,035917,,1,M,7,125000.0
BNSF,TX0409103,,1,T,1,9665.0
BNSF,TX0309203,,1,M,7,21300.0
BNSF,KS0609119,,1,T,1,779765.0
NS,035980,,1,E,13,15000.0
UP,1009FW001,,1,E,1,56676.0
NS,036007,,1,E,12,10000.0
UP,0309KC012,,1,T,1,400956.0
BNSF,GC0509112,,1,T,1,121468.0
CSX,000057648,,1,T,1,15824.0
NS,035852,,1,H,3,30140.0
BNSF,CO0609100,,1,E,1,23485.0
CSX,000070392,,1,H,4,78409.0
NS,037962,,1,E,1,15000.0
UP,1109SA002,,1,H,3,571101.0
UP,1109SA002,,1,H,3,571101.0
UP,1109SL001,,1,T,1,124177.0
UP,1109TS002,,1,H,12,28047.0
UP,1109NP006,,1,H,1,39033.0
UP,1109NP001,,1,H,1,2143310.0
BNSF,KS0909107,,1,S,1,61049.0
BNSF,PR0909103,,1,E,1,214555.0
BNSF,NE0609113,,1,T,1,181496.0
BNSF,NW0609109,,1,H,4,114774.0
UP,1109NP018,,1,H,12,17125.0
UP,0409FW008,,1,H,12,23642.0
UP,0309CB002,,1,T,1,32699.0
BNSF,CO0609109,,1,M,1,18050.0
UP,0109HO007,,1,M,7,26100.0
UP,0109HO019,,1,H,1,17710.0
BNSF,NE0609109,,1,M,1,423290.0
UP,1109NP018,,1,H,12,17125.0
BNSF,TX0309109,,1,E,1,46053.0
UP,0409DV002,,1,T,1,14397.0
UP,0109HO028,,1,M,7,23038.0
UP,0509CB014,,1,T,1,51439.0
UP,0509CB017,,1,T,1,14654.0
UP,0509HO046,Yes,1,H,12,26376.0
UP,0409LK016,,1,M,12,11829.0
UP,0509KC020,,1,E,1,9440.0
UP,0509LA014,,1,H,1,20339.0
UP,0509LK013,,1,M,1,19219.0
UP,0509LK017,,1,M,1,10547.0
NS,035854,,1,M,1,34700.0
UP,0309KC016,,1,S,12,13736.0
UP,0509LK019,,1,H,1,61539.0
NS,036341,,1,T,1,33308.0
UP,0509NP002,,1,M,12,21383.0
UP,0509NP002,,1,M,12,21383.0
UP,0509NP002,Yes,1,M,12,21383.0
UP,0509PC001,,1,T,1,9471.0
UP,0509PD010,,1,H,4,45176.0
UP,0509PD010,,1,H,4,45176.0
UP,0509PD015,,1,T,1,20458.0
UP,0509PD017,Yes,1,E,1,1312327.0
UP,0509RS001,Yes,1,T,1,522863.0
UP,0509RS002,,1,M,9,56757.0
UP,0509RS020,,1,M,7,49967.0
UP,0509SA011,,1,M,7,46023.0
UP,0509SL002,,1,H,12,77800.0
NS,036347,,1,H,1,9660.0
BNSF,KS0509104,,1,H,12,33665.0
BNSF,KS0509109,,1,M,4,74100.0
BNSF,NE0509101,,1,T,1,28767.0
BNSF,TC0109119,,1,H,12,34459.0
BNSF,KS0509102,,1,H,1,111100.0
CN,632497,,1,E,11,30509.0
BNSF,NE0509111,Yes,1,M,12,21592.0
UP,0509HO040,,1,E,1,117844.0
UP,0509HO040,,1,E,1,117844.0
UP,0509HO046,,1,H,12,26376.0
UP,0509LA015,,1,E,13,27173.0
BNSF,NE0509111,,1,M,12,21592.0
BNSF,NE0509113,,1,H,1,122442.0
BNSF,NE0509113,,1,H,1,122442.0
BNSF,NE0509117,,1,T,1,1005337.0
BNSF,NW0509102,,1,H,1,65200.0
BNSF,NW0509102,,1,H,1,65200.0
BNSF,SF0509119,Yes,1,T,1,311475.0
BNSF,SW0509100,,1,H,9,871000.0
BNSF,SW0509100,,1,H,9,871000.0
BNSF,SW0509101,,1,T,1,22914.0
BNSF,TC0509105,,1,H,1,126947.0
BNSF,TX0509101,,1,T,1,623561.0
BNSF,CH0709104,,1,H,12,775320.0
UP,0909SL013,,1,M,7,18693.0
UP,0509SL002,,1,H,12,77800.0
UP,0509SL004,,1,T,1,2994548.0
UP,0509SL006,,1,T,1,150788.0
UP,0509WH005,,1,T,1,126368.0
NS,036259,,1,M,7,10000.0
NS,036272,,1,E,10,25500.0
CSX,000057366,,1,S,4,15923.0
CSX,000058195,,1,H,1,9035.0
CSX,000061502,,1,S,4,14088.0
CSX,000061502,,1,S,4,14088.0
CSX,000063537,,1,H,1,12955.0
CSX,000063561,,1,T,1,18957.0
CSX,000063571,,1,T,1,24961.0
CSX,000063976,,1,H,1,12025.0
CP,2009100,,1,T,1,94624.0
CP,2009125,,1,T,1,35083.0
CSX,000064005,,1,H,1,34319.0
CSX,000064100,,1,E,1,10107.0
CSX,000064111,,1,T,1,44857.0
CSX,000064139,,1,S,12,65657.0
CSX,000064139,,1,S,12,65657.0
CSX,000064144,,1,H,1,100986.0
CSX,000064178,,1,T,1,462411.0
CSX,000064227,Yes,1,T,1,34000.0
NS,036350,,1,T,1,42000.0
UP,0409HO037,,1,M,1,12425.0
CSX,000064233,Yes,1,E,1,520407.0
CSX,000064326,,1,H,5,25701.0
CSX,000064326,,1,H,5,25701.0
KCS,09050701,,1,M,1,19219.0
KCS,09051001,,1,H,1,49152.0
KCS,09051202,,1,H,1,62352.0
KCS,09051404,,1,M,5,38002.0
KCS,09051801,,1,H,1,29585.0
KCS,09053001,,1,H,1,86306.0
KCS,09053102,,1,H,12,55836.0
CP,211259,,1,H,4,16233.0
CP,211259,,1,H,4,16233.0
CP,211429,,1,H,1,30780.0
UP,0609WH006,,1,M,11,45000.0
BNSF,CH0709105,Yes,1,M,13,20000.0
BNSF,KS0709110,Yes,1,H,1,9911.0
NS,036696,,1,T,1,22000.0
NS,036714,Yes,1,H,1,22000.0
NS,036719,Yes,1,T,1,368826.0
BNSF,TC1109106,,1,H,1,15000.0
CSX,000056596,,1,S,12,18310.0
CSX,000057980,,1,M,7,24569.0
CSX,000059197,,1,H,12,19605.0
BNSF,KS0709113,,1,H,1,14700.0
BNSF,KS0709118,,1,T,1,1566243.0
BNSF,NE0709105,,1,T,1,144250.0
BNSF,NW0709100,,1,H,12,60372.0
BNSF,NW0709100,,1,H,12,60372.0
NS,036722,,1,M,7,10000.0
CP,2009163,,1,T,1,26652.0
CSX,000059197,,1,H,12,19605.0
NS,036731,,1,H,5,23000.0
NS,036740,,1,M,1,10865.0
NS,036743,,1,H,12,14750.0
NS,036743,,1,H,12,14750.0
NS,036759,,1,M,12,33500.0
CSX,000063613,Yes,1,M,1,14298.0
NS,036759,,1,M,12,33500.0
UP,0709DV013,,1,H,1,889761.0
UP,0709FW010,,1,M,7,22571.0
UP,0709FW017,,1,M,6,493673.0
CSX,000064324,,1,M,7,71978.0
BNSF,GC0709108,Yes,1,H,1,12500.0
BNSF,GC0709111,,1,H,1,59749.0
BNSF,GC0709111,,1,H,1,59749.0
BNSF,GC0709201,,1,M,7,28800.0
BNSF,KS0709101,Yes,1,T,1,15187.0
CSX,000064343,,1,H,12,49467.0
BNSF,KS0709104,,1,H,1,18552.0
BNSF,SW0709100,,1,H,1,738094.0
UP,0809HO008,,1,T,1,211898.0
BNSF,SW0709105,,1,E,1,68600.0
KCS,09080401,,1,H,1,255693.0
KCS,09080401,,1,H,1,255693.0
NS,037006,,1,H,5,40500.0
NS,037006,,1,H,5,40500.0
BNSF,SW0709108,,1,H,1,15000.0
BNSF,SW0709100,,1,H,1,738094.0
BNSF,SW0709104,Yes,1,H,1,209635.0
CSX,000068065,Yes,1,H,12,56839.0
NS,036919,,1,E,1,236450.0
NS,036932,,1,M,5,12500.0
NS,036959,,1,H,12,18000.0
NS,037012,,1,T,1,25624.0
CSX,000068231,,1,H,1,14575.0
UP,0809DV007,,1,T,1,924043.0
UP,0809DV014,,1,H,4,21028.0
UP,0809FW002,,1,M,7,110260.0
UP,0809FW016,,1,M,1,917958.0
UP,0809HO003,Yes,1,T,1,21458.0
UP,0809HO026,,1,T,1,395668.0
UP,0809HO033,,1,T,1,1564651.0
UP,0809HO049,,1,M,1,57767.0
UP,0809KC005,,1,H,1,10613.0
UP,0809KC012,,1,H,9,203000.0
KCS,09081502,Yes,1,T,1,409005.0
KCS,09081701,,1,H,4,267782.0
UP,0809DV010,,1,M,7,49000.0
UP,0809DV014,,1,H,4,21028.0
UP,0809HO042,,1,T,1,115262.0
UP,0809HO046,,1,T,1,22150.0
UP,0809HO047,Yes,1,H,1,26844.0
UP,0809LA004,,1,T,1,44911.0
UP,0809LA008,,1,T,1,11843.0
UP,0809LA023,,1,M,7,73977.0
KCS,09081701,,1,H,4,267782.0
UP,0809LA027,,1,M,7,11994.0
UP,0809LK008,,1,T,1,41743.0
UP,0809SA012,,1,E,1,221851.0
UP,0809SA015,,1,T,1,363401.0
UP,0809SL002,,1,E,1,160154.0
KCS,09081703,Yes,1,T,1,166754.0
KCS,09081801,,1,T,1,32179.0
CP,212618,,1,M,7,28602.0
CP,212696,,1,H,1,105543.0
BNSF,CA0909108,,1,H,1,39800.0
CP,2009193,,1,T,1,21330.0
BNSF,CH0909100,,1,T,1,268151.0
CN,649112,,1,E,1,64839.0
BNSF,CA0909108,,1,H,1,39800.0
BNSF,CA1209104,,1,H,1,39100.0
NS,037031,,1,M,5,11800.0
NS,037031,,1,M,5,11800.0
NS,037044,,1,T,1,14700.0
NS,037046,,1,H,1,10925.0
NS,037058,,1,M,7,12000.0
NS,037065,,1,M,5,20600.0
NS,037065,,1,M,5,20600.0
NS,037112,,1,T,1,515644.0
CP,211659,Yes,1,H,1,18988.0
NS,036053,,1,T,1,11622.0
NS,035903,,1,T,1,10304.0
NS,036426,,1,H,1,17200.0
UP,0409HO037,,1,M,1,12425.0
NS,036302,Yes,1,H,12,11500.0
UP,0209FW020,,1,E,13,18514.0
UP,0209LV014,,1,M,9,11663.0
UP,0209SL004,,1,M,9,26393.0
NS,036551,,1,M,13,260000.0
NS,036432,,1,H,12,13474.0
NS,036369,,1,H,1,9700.0
NS,036355,,1,H,1,37400.0
NS,036357,Yes,1,H,12,36500.0
NS,036361,,1,H,3,212000.0
NS,036361,,1,H,3,212000.0
BNSF,TC0709112,,1,H,1,61635.0
BNSF,TX0709107,,1,T,13,11000.0
BNSF,TX0709110,,1,E,1,10900.0
BNSF,TX0709115,,1,T,1,239552.0
BNSF,TX0709117,,1,M,1,10500.0
BNSF,CH0709202,,1,M,7,160233.0
NS,036650,,1,H,1,10855.0
NS,036762,,1,T,1,327831.0
NS,036784,,1,T,1,18250.0
NS,036791,,1,E,5,45600.0
NS,036791,,1,E,5,45600.0
NS,036731,,1,H,5,23000.0
UP,0709PR015,,1,T,1,51386.0
UP,0709KC002,,1,M,1,14000.0
UP,0709KC008,,1,H,4,34875.0
UP,0709KC025,,1,M,1,90000.0
UP,0709CB014,,1,H,1,14614.0
UP,0709LA009,,1,H,1,13456.0
UP,0709LA025,,1,H,1,131650.0
UP,0709NP010,,1,H,4,102299.0
UP,0709NP015,,1,T,1,75900.0
UP,0709FW017,,1,M,6,493673.0
UP,0709FW024,,1,M,7,30732.0
UP,0709FW025,,1,M,7,19594.0
UP,0709HO017,,1,H,1,49584.0
UP,0709HO032,,1,T,1,23205.0
UP,0709RS002,,1,E,1,24116.0
UP,0709RS016,,1,T,1,43834.0
UP,0709RS019,,1,T,1,51224.0
UP,0709RS020,,1,E,1,324010.0
UP,0709SA014,,1,M,1,39847.0
BNSF,CH0809103,,1,M,1,158404.0
BNSF,CH0809104,,1,H,1,47546.0
BNSF,CO0809102,,1,M,9,32850.0
BNSF,CO0809103,,1,H,1,96500.0
BNSF,GC0809118,,1,T,1,22150.0
BNSF,KS0809109,,1,M,13,95545.0
BNSF,MT0809109,,1,T,1,10202.0
BNSF,SF0809101,,1,T,1,1231440.0
BNSF,SF0809102,,1,E,1,39097.0
BNSF,SF0809102,,1,E,1,39097.0
BNSF,SF0809106,,1,T,1,254088.0
BNSF,SF0809107,,1,T,1,54719.0
BNSF,SF0809108,Yes,1,T,1,222077.0
BNSF,MT0809111,,1,T,1,380458.0
BNSF,NE0809103,,1,T,1,32614.0
BNSF,NE0809104,,1,T,1,1041204.0
BNSF,NW0809107,,1,E,1,10808.0
BNSF,NW0809114,,1,H,12,24000.0
UP,0809CB004,,1,M,7,19522.0
UP,0809CB009,,1,H,1,52114.0
BNSF,SF0809111,,1,H,1,228089.0
BNSF,SF0809121,,1,H,1,20749.0
BNSF,SF0809123,,1,T,1,155016.0
BNSF,TC0809114,,1,H,1,102546.0
UP,1009CB002,,1,E,1,784832.0
UP,1009CB008,,1,T,1,58268.0
BNSF,SF0809130,,1,M,1,170900.0
BNSF,TC0809114,,1,H,1,102546.0
BNSF,TC0809201,,1,M,7,31227.0
BNSF,TX0809111,,1,T,1,30000.0
BNSF,TX0809107,,1,H,1,152092.0
CN,643721,Yes,1,T,1,509771.0
CSX,000056868,,1,M,12,10781.0
CSX,000057693,,1,M,4,18329.0
CSX,000057693,,1,M,4,18329.0
CSX,000066386,,1,H,2,2703285.0
CSX,000066386,,1,H,2,2703285.0
CSX,000066400,,1,H,1,17602.0
CSX,000066514,,1,M,1,62211.0
CSX,000066578,Yes,1,E,1,151442.0
CSX,000066607,,1,T,1,360076.0
CSX,000066657,,1,H,1,14750.0
CSX,000066663,,1,H,1,121101.0
CSX,000066712,,1,M,12,20904.0
CSX,000066712,,1,M,12,20904.0
CSX,000067798,,1,H,4,50076.0
CSX,000067798,,1,H,4,50076.0
CSX,000067827,Yes,1,T,1,26948.0
CSX,000067909,,1,T,1,945270.0
CSX,000067973,,1,H,12,103102.0
CSX,000068003,,1,T,1,17278.0
NS,036909,,1,H,1,8950.0
CSX,000068065,,1,H,12,56839.0
NS,036747,,1,H,1,12500.0
NS,036871,,1,E,1,20600.0
NS,036913,,1,E,1,15000.0
NS,036913,,1,E,1,15000.0
UP,0809LV005,,1,M,7,15186.0
UP,0809PC006,,1,H,4,129014.0
UP,0809PC006,Yes,1,H,4,129014.0
UP,0809TC005,,1,H,9,11000.0
UP,0809TC007,,1,M,1,22359.0
UP,0809TS001,,1,H,1,52919.0
UP,0809LV006,Yes,1,T,1,11053.0
UP,0809NP005,,1,H,1,50142.0
UP,0809NP017,,1,H,1,51168.0
UP,0809NP018,,1,E,1,110963.0
UP,0809PC007,,1,H,4,22526.0
UP,0809PC007,,1,H,4,22526.0
UP,0809PD003,,1,T,1,110777.0
UP,0809PD006,,1,H,1,18670.0
UP,0809PR007,,1,M,13,37813.0
UP,0809RS005,,1,H,10,9437.0
UP,0809RS010,,1,M,7,75636.0
UP,0809SA008,,1,T,1,19781.0
CSX,000056326,Yes,1,T,1,21097.0
CSX,000065139,,1,T,1,1221434.0
CSX,000065187,,1,H,1,39162.0
CSX,000065189,Yes,1,E,1,8987.0
CSX,000065197,,1,M,1,28670.0
CSX,000065441,,1,H,1,30375.0
CSX,000065630,,1,T,1,25103.0
CSX,000065657,,1,M,7,86976.0
CSX,000065669,,1,H,1,14041.0
CSX,000065769,,1,T,1,45000.0
CSX,000065861,Yes,1,H,1,11909.0
CSX,000065944,,1,M,7,25561.0
CSX,000065975,Yes,1,E,1,62576.0
CSX,000066006,,1,T,1,22610.0
CSX,000066094,,1,M,7,29791.0
KCS,09071103,,1,E,1,37000.0
KCS,09071401,Yes,1,H,12,12750.0
KCS,09071901,,1,T,1,156700.0
KCS,09072101,,1,T,1,308993.0
KCS,09072202,,1,E,1,50025.0
KCS,09072805,,1,T,1,23205.0
CP,2009181,,1,T,1,178650.0
CP,2009164,,1,M,7,86913.0
UP,0409RS019,,1,E,1,48578.0
UP,0709LA004,,1,M,9,9192.0
UP,0709LA022,,1,T,1,90402.0
UP,0709PC006,,1,E,1,27502.0
CP,2009172,,1,T,1,121088.0
BNSF,CA0909111,Yes,1,T,1,40000.0
BNSF,CA0909114,,1,H,12,10220.0
BNSF,GC0909109,,1,H,4,200159.0
UP,0909FW004,,1,H,4,176837.0
UP,0909LK007,,1,T,1,12076.0
UP,0909LK012,,1,M,12,36017.0
UP,0909LK012,,1,M,12,36017.0
UP,0909LK031,,1,T,1,17647.0
NS,037157,,1,H,5,31000.0
NS,037176,,1,H,1,11046.0
NS,037228,,1,H,2,93000.0
NS,037228,,1,H,2,93000.0
NS,037259,,1,E,1,38020.0
NS,037267,,1,H,1,40856.0
NS,037124,,1,H,4,35550.0
NS,037325,,1,M,13,132560.0
UP,0909CB016,,1,T,1,86055.0
UP,0909DV002,,1,M,1,736831.0
NS,037124,,1,H,4,35550.0
NS,037226,,1,M,7,19659.0
UP,0909DV005,,1,T,1,180100.0
UP,0909DV008,,1,E,13,14582.0
UP,0909EP009,,1,T,1,1304584.0
UP,0909FW003,Yes,1,T,1,13668.0
NS,037224,,1,H,13,10923.0
UP,0909FW004,,1,H,4,176837.0
NS,037132,,1,H,1,13186.0
NS,037187,,1,T,1,11085.0
NS,037198,,1,T,1,16171.0
NS,037199,Yes,1,T,1,84580.0
NS,037224,,1,H,13,10923.0
UP,0909HO012,,1,M,9,21255.0
NS,037137,,1,H,4,33150.0
NS,037137,,1,H,4,33150.0
NS,037138,,1,M,7,20077.0
NS,037146,,1,H,1,10390.0
NS,037155,,1,H,1,462073.0
UP,0909HO017,Yes,1,T,1,171836.0
UP,0909HO018,,1,T,1,22219.0
UP,0909HO019,Yes,1,H,1,35090.0
UP,0709LA016,,1,H,12,31175.0
UP,0909FW027,,1,T,12,9863.0
UP,0909FW027,,1,T,12,9863.0
UP,0909HO008,,1,T,1,17007.0
UP,0709LA016,,1,H,12,31175.0
UP,0909FW015,,1,H,12,34463.0
UP,0909FW015,,1,H,12,34463.0
UP,0909HO024,,1,T,1,129078.0
UP,0909HO033,,1,T,1,17919.0
UP,0909KC001,,1,H,1,55000.0
UP,0909KC013,,1,S,1,35000.0
UP,0909LK039,,1,H,12,19655.0
UP,0909LK039,,1,H,12,19655.0
UP,0909LK044,,1,T,1,10175.0
UP,0909LV003,,1,T,1,11511.0
UP,1009DV005,Yes,1,H,1,2281129.0
UP,1009DV006,,1,H,1,153857.0
UP,1009DV016,,1,T,1,16680.0
UP,0909LV013,,1,M,7,24746.0
UP,0909NP002,,1,T,1,17339.0
UP,0909NP012,,1,H,1,23451.0
UP,0909NP013,,1,T,1,252561.0
UP,0909NP013,,1,T,1,252561.0
UP,0909NP013,Yes,1,T,1,252561.0
UP,0909NP015,,1,H,1,87604.0
UP,0909PC001,,1,M,1,28128.0
UP,0909PC006,,1,H,1,92925.0
UP,0909PR006,,1,T,1,61580.0
UP,0909PR023,,1,T,1,9860.0
UP,0909PR048,,1,T,1,80450.0
UP,0909RS016,,1,T,1,15342.0
UP,0909SL006,,1,T,1,30213.0
UP,0909TC009,Yes,1,E,1,71707.0
UP,1009FW004,,1,H,1,51167.0
UP,1009LV014,Yes,1,T,1,18805.0
UP,1009NP007,,1,M,1,9325.0
UP,1009NP014,,1,T,1,2959264.0
BNSF,CH0309105,,1,M,1,12852.0
UP,1009PD001,,1,H,1,28122.0
UP,1009FW010,,1,M,7,25750.0
UP,1009FW014,,1,M,1,13226.0
UP,1009FW017,,1,T,1,1393476.0
UP,1009KC017,,1,E,1,83000.0
UP,1009LA009,,1,S,12,28816.0
UP,1009LA009,,1,S,12,28816.0
NS,037151,,1,H,3,11277.0
BNSF,TC0109119,,1,H,12,34459.0
CSX,000070059,,1,E,1,295483.0
CSX,000064343,,1,H,12,49467.0
CSX,000064347,Yes,1,H,1,53058.0
CSX,000064347,Yes,1,H,1,53058.0
CSX,000064464,,1,H,1,21238.0
CSX,000064467,,1,S,12,11000.0
CSX,000064467,,1,S,12,11000.0
CSX,000064569,,1,M,1,55000.0
CSX,000064585,,1,M,7,90500.0
CSX,000064707,,1,H,12,9753.0
CSX,000064707,,1,H,12,9753.0
CSX,000064797,,1,T,1,24283.0
CSX,000064933,Yes,1,H,1,32122.0
CSX,000064935,,1,E,1,32919.0
CSX,000064973,,1,E,12,44640.0
CSX,000066117,Yes,1,T,1,36137.0
CSX,000064973,,1,E,12,44640.0
CSX,000065011,,1,H,1,11573.0
CSX,000065029,,1,T,1,11000.0
CSX,000065068,,1,E,1,143861.0
CSX,000065093,,1,T,1,486225.0
KCS,09061501,,1,M,1,140507.0
KCS,09061601,,1,T,1,132421.0
KCS,09062301,Yes,1,T,1,249329.0
CP,211702,,1,H,1,23005.0
CP,211747,,1,H,1,46421.0
BNSF,CA0709200,,1,M,7,30335.0
NS,036650,,1,H,1,10855.0
BNSF,CH0709104,,1,H,12,775320.0
BNSF,CH0709104,,1,H,12,775320.0
CP,211764,,1,T,1,16482.0
CP,211764,,1,T,1,16482.0
CP,211930,,1,E,1,37391.0
BNSF,GC0709101,,1,T,1,10999.0
BNSF,NW0709105,,1,H,1,99910.0
CP,2009148,,1,T,1,26000.0
BNSF,CO0709114,Yes,1,T,1,47000.0
BNSF,CH0709106,,1,H,1,27005.0
BNSF,CO0709100,,1,T,1,15800.0
CP,2009163,,1,T,1,26652.0
BNSF,CO0709105,,1,H,1,218070.0
BNSF,CO0709202,,1,M,7,371807.0
BNSF,GC0709106,,1,T,1,72000.0
BNSF,SF0709101,,1,T,1,372350.0
CSX,000065185,,1,T,1,69843.0
UP,0709KC008,,1,H,4,34875.0
UP,0709SL011,,1,M,9,19170.0
UP,0709TC004,,1,M,7,43866.0
UP,0709TC005,,1,T,1,453502.0
UP,0709TS005,,1,H,4,54243.0
UP,0709TS005,,1,H,4,54243.0
UP,0709UT007,,1,M,7,21595.0
UP,0709LA028,,1,H,13,14500.0
UP,0709UT014,,1,H,1,15620.0
UP,0709WH006,,1,M,7,24785.0
UP,0409CB015,,1,T,1,35717.0
BNSF,PR0709102,,1,T,1,33359.0
UP,0709LA031,,1,M,12,10162.0
UP,0709LA031,,1,M,12,10162.0
UP,0709LK031,,1,E,1,15941.0
UP,0709LK033,,1,H,1,14056.0
UP,0709LV002,,1,T,1,10335.0
UP,0709NP010,,1,H,4,102299.0
NS,035276,,1,H,1,10375.0
BNSF,GC0109103,,1,H,1,16852.0
BNSF,TX0209105,Yes,1,H,12,34042.0
BNSF,TX0209105,,1,H,12,34042.0
BNSF,CH0809102,,1,E,6,20450.0
NS,036578,,1,H,1,12376.0
NS,036830,,1,T,1,30418.0
BNSF,CO0209112,,1,H,12,12489.0
CSX,000067973,,1,H,12,103102.0
BNSF,CO0209112,,1,H,12,12489.0
BNSF,CA0809107,,1,H,1,135481.0
BNSF,GC0809113,,1,H,1,9500.0
BNSF,GC0809116,,1,H,12,47000.0
BNSF,GC0809116,,1,H,12,47000.0
BNSF,GC0509101,,1,H,1,9294.0
BNSF,CO0609113,,1,T,1,26000.0
BNSF,GC0809109,,1,H,1,30063.0
BNSF,GC0809110,,1,T,1,1564651.0
BNSF,GC0809111,,1,T,1,28000.0
BNSF,KS0809105,,1,T,1,158316.0
UP,0609SA018,,1,T,1,47387.0
UP,0609TS002,,1,H,1,45999.0
BNSF,CO0809114,Yes,1,T,1,10000.0
BNSF,GC0809101,Yes,1,H,1,109589.0
BNSF,GC0809104,Yes,1,T,1,211898.0
BNSF,NW0809114,,1,H,12,24000.0
CSX,000057087,,1,E,1,11495.0
CSX,000068297,,1,S,4,40139.0
CSX,000068297,,1,S,4,40139.0
CSX,000068306,,1,T,1,87516.0
CSX,000068488,,1,T,1,231146.0
CSX,000068318,,1,H,1,24294.0
CSX,000068659,,1,S,1,28865.0
CSX,000068358,,1,T,1,48600.0
CSX,000068459,,1,S,1,22812.0
CSX,000068488,,1,T,1,231146.0
CSX,000068500,Yes,1,M,1,14530.0
CSX,000068500,,1,M,1,14530.0
CSX,000068501,,1,H,1,121515.0
CSX,000068507,,1,H,4,57340.0
CSX,000068507,,1,H,4,57340.0
CSX,000068616,,1,M,7,24325.0
CSX,000068724,,1,E,1,639953.0
CSX,000068726,,1,M,1,748863.0
CSX,000068762,,1,M,1,42110.0
CSX,000068809,Yes,1,T,1,34498.0
CSX,000068886,,1,S,4,13120.0
CSX,000068886,,1,S,4,13120.0
CSX,000068896,,1,E,12,8941.0
CSX,000068896,,1,E,12,8941.0
CSX,000068911,,1,T,1,21777.0
CSX,000068917,,1,S,12,35050.0
CSX,000069856,,1,T,1,19973.0
CSX,000070113,,1,M,11,29000.0
KCS,09091001,,1,M,13,66523.0
KCS,09092801,,1,T,1,15413.0
KCS,09092902,,1,H,4,42000.0
CP,212578,,1,H,3,9581.0
CP,212578,,1,H,3,9581.0
CP,2009211,Yes,1,T,1,311000.0
CP,2009214,,1,T,1,77878.0
CSX,000057611,,1,H,1,9843.0
CP,2009214,,1,T,1,77878.0
CP,2009219,,1,H,1,14551.0
UP,1009LK015,,1,M,7,22130.0
UP,1009LK035,,1,H,12,27933.0
UP,1009LK035,,1,H,12,27933.0
UP,1009LK042,,1,H,3,192302.0
UP,1009LK042,,1,H,3,192302.0
BNSF,NW1009116,,1,H,12,54813.0
BNSF,PR1009102,,1,H,3,52440.0
BNSF,PR1009102,,1,H,3,52440.0
UP,1009LV023,,1,T,1,77552.0
UP,1009NP004,,1,H,4,98211.0
UP,1009NP004,Yes,1,H,4,98211.0
UP,1009NP005,,1,H,12,50442.0
UP,1009NP005,,1,H,12,50442.0
UP,1009PR002,,1,T,1,29501.0
BNSF,KS1009108,Yes,1,H,1,9000.0
BNSF,NW1009100,,1,H,1,28122.0
BNSF,CO1009100,,1,H,1,153857.0
NS,037442,,1,H,1,10826.0
NS,037039,,1,H,1,14607.0
NS,037582,,1,M,11,12500.0
UP,1009RS002,,1,H,1,12380.0
BNSF,CA1009116,,1,E,13,14641.0
BNSF,CH1009100,Yes,1,E,1,85064.0
BNSF,CO1009108,,1,E,1,42011.0
BNSF,GC1009109,,1,T,1,209048.0
UP,1009RS021,Yes,1,T,1,2436190.0
BNSF,GC1009118,,1,E,1,11700.0
BNSF,GC1009119,,1,T,1,123373.0
BNSF,KS1009103,,1,H,12,42888.0
BNSF,KS1009103,,1,H,12,42888.0
UP,1009SA011,,1,E,1,11700.0
BNSF,KS1009113,Yes,1,M,1,39700.0
BNSF,NW1009101,Yes,1,H,1,58700.0
BNSF,NW1009110,Yes,1,T,12,70248.0
BNSF,NW1009110,,1,T,12,70248.0
UP,1009SL003,,1,T,1,13618.0
BNSF,PR1009202,,1,M,7,35299.0
BNSF,SF1009102,,1,M,1,9296.0
NS,037276,,1,E,1,77252.0
NS,037301,,1,T,1,18860.0
UP,0809PD013,,1,M,7,14787.0
UP,0809LK028,,1,M,7,13766.0
NS,037319,,1,H,1,47500.0
UP,1009SL004,,1,M,12,10400.0
UP,1009TC008,,1,E,1,13441.0
UP,1009WH003,,1,M,1,706763.0
BNSF,CA1009106,,1,H,1,9800.0
BNSF,CH1009109,,1,M,9,56589.0
BNSF,CH1009111,,1,E,1,83300.0
BNSF,KS1009113,,1,M,1,39700.0
